Item Name,Serving Size,Protein (g),Total Fat (g),Carbohydrates (g),Sugar (g),Fiber (g),Sodium (mg),Cholesterol (mg)
"Oil, canola",Not specified,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Oil, canola",Not specified,0.0,100.0,0.0,0.0,0.0,0.0,0.0
"Flour, coconut",Not specified,16.1,15.3,58.9,0.0,34.2,46.9,0.0
"Nuts, coconut water (liquid from coconuts)",Not specified,0.72,0.2,3.71,2.61,1.1,105.0,0.0
"Oil, almond",Not specified,0.0,100.0,0.0,0.0,0.0,0.0,0.0
"Oil, avocado",Not specified,0.0,100.0,0.0,0.0,0.0,0.0,0.0
"Oil, babassu",Not specified,0.0,100.0,0.0,0.0,0.0,0.0,0.0
"Oil, corn",Not specified,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SESAME OIL,15.0 MLT,0.0,93.3,0.0,0.0,0.0,0.0,0.0
SESAME OIL,15.0 ml,0.0,92.0,0.0,0.0,0.0,0.0,0.0
SESAME OIL,10.0 ml,0.0,100.0,0.0,0.0,0.0,0.0,0.0
SESAME OIL,14.0 GRM,0.0,100.0,0.0,0.0,0.0,0.0,0.0
SESAME OIL,14.0 g,0.0,100.0,0.0,0.0,0.0,0.0,0.0
SESAME OIL,15.0 ml,0.0,93.3,0.0,0.0,0.0,0.0,0.0
SESAME OIL,15.0 ml,0.0,93.3,0.0,0.0,0.0,0.0,0.0
SESAME OIL,14.0 GRM,0.0,100.0,0.0,0.0,0.0,0.0,0.0
"Oil, sesame, salad or cooking",Not specified,0.0,100.0,0.0,0.0,0.0,0.0,0.0
"Candies, sesame crunch",Not specified,11.6,33.3,50.3,31.2,7.7,167.0,0.0
"Sesame butter, creamy",Not specified,19.7,62.4,14.2,0.0,8.37,63.6,0.0
"Restaurant, Chinese, sesame chicken",Not specified,14.3,14.2,26.9,16.0,0.7,482.0,59.0
"Seeds, sesame butter, paste",Not specified,18.1,50.9,24.0,0.0,5.5,12.0,0.0
"Oil, canola",Not specified,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Oil, canola",Not specified,0.0,100.0,0.0,0.0,0.0,0.0,0.0
"Seeds, sesame flour, high-fat",Not specified,30.8,37.1,26.6,0.0,0.0,41.0,0.0
"Seeds, sesame flour, low-fat",Not specified,50.1,1.75,35.5,0.0,0.0,39.0,0.0
"Seeds, sesame flour, partially defatted",Not specified,40.3,11.9,35.1,0.0,0.0,41.0,0.0
"Seeds, sesame meal, partially defatted",Not specified,17.0,48.0,26.0,0.0,0.0,39.0,0.0
"Seeds, sesame seeds, whole, dried",Not specified,17.7,49.7,23.4,0.3,11.8,11.0,0.0
"Oil, almond",Not specified,0.0,100.0,0.0,0.0,0.0,0.0,0.0
"Oil, avocado",Not specified,0.0,100.0,0.0,0.0,0.0,0.0,0.0
"Oil, babassu",Not specified,0.0,100.0,0.0,0.0,0.0,0.0,0.0
"Oil, coconut",Not specified,0.0,99.1,0.0,0.0,0.0,0.0,0.0
"Oil, coconut",Not specified,0.0,99.1,0.84,0.0,0.0,0.0,0.0
"Oil, corn",Not specified,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Oil, grapeseed",Not specified,0.0,100.0,0.0,0.0,0.0,0.0,0.0
"Oil, hazelnut",Not specified,0.0,100.0,0.0,0.0,0.0,0.0,0.0
"Oil, mustard",Not specified,0.0,100.0,0.0,0.0,0.0,0.0,0.0
"Oil, oat",Not specified,0.0,100.0,0.0,0.0,0.0,0.0,0.0
"Oil, palm",Not specified,0.0,100.0,0.0,0.0,0.0,0.0,0.0
"Oil, peanut",Not specified,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Oil, poppyseed",Not specified,0.0,100.0,0.0,0.0,0.0,0.0,0.0
"Oil, safflower",Not specified,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Oil, sheanut",Not specified,0.0,100.0,0.0,0.0,0.0,0.0,0.0
"Oil, soybean",Not specified,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Oil, sunflower",Not specified,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Oil, teaseed",Not specified,0.0,100.0,0.0,0.0,0.0,0.0,0.0
"Oil, tomatoseed",Not specified,0.0,100.0,0.0,0.0,0.0,0.0,0.0
"Oil, walnut",Not specified,0.0,100.0,0.0,0.0,0.0,0.0,0.0
"Salad dressing, sesame seed dressing, regular",Not specified,3.1,45.2,8.6,8.32,1.0,1000.0,0.0
"Seeds, sesame seed kernels, dried (decorticated)",Not specified,20.4,61.2,11.7,0.48,11.6,47.0,0.0
"Seeds, sesame seeds, whole, roasted and toasted",Not specified,17.0,48.0,25.7,0.0,14.0,11.0,0.0
"Snacks, sesame sticks, wheat-based, salted",Not specified,10.9,36.7,46.5,0.19,2.8,1490.0,0.0
"Snacks, sesame sticks, wheat-based, unsalted",Not specified,10.9,36.7,46.5,0.0,0.0,29.0,0.0
"Butter oil, anhydrous",Not specified,0.28,99.5,0.0,0.0,0.0,2.0,256.0
"Fish oil, herring",Not specified,0.0,100.0,0.0,0.0,0.0,0.0,766.0
"Fish oil, menhaden",Not specified,0.0,100.0,0.0,0.0,0.0,0.0,521.0
"Fish oil, salmon",Not specified,0.0,100.0,0.0,0.0,0.0,0.0,485.0
"Fish oil, sardine",Not specified,0.0,100.0,0.0,0.0,0.0,0.0,710.0
"Mutton, cooked, roasted (Navajo)",Not specified,33.4,11.1,0.08,0.0,0.0,135.0,109.0
"Stew, dumpling with mutton (Navajo)",Not specified,8.71,3.78,8.03,0.21,0.0,46.0,28.0
"Stew, hominy with mutton (Navajo)",Not specified,6.71,2.06,9.38,0.11,2.0,45.0,13.0
"Stew, mutton, corn, squash (Navajo)",Not specified,8.62,4.34,7.27,0.61,1.7,49.0,43.0
"Tortilla, includes plain and from mutton sandwich (Navajo)",Not specified,7.28,0.95,49.9,2.75,2.4,482.0,0.0
CORNED MUTTON WITH JUICES,56.0 g,21.4,7.14,1.79,0.0,0.0,911.0,62.0
MUTTON LAMB CURRY SPICE MIX,25.0 GRM,4.0,20.0,40.0,12.0,8.0,3920.0,0.0
BEEF,113.0 g,16.8,11.5,0.0,0.88,4.4,327.0,0.0
BEEF,56.0 g,19.6,6.25,0.0,0.0,0.0,214.0,54.0
BEEF,85.0 g,20.0,5.88,0.0,0.0,0.0,212.0,53.0
BEEF,56.0 MG,19.6,6.25,0.0,0.0,0.0,214.0,54.0
BEEF,55.0 g,16.4,12.7,1.82,1.82,0.0,1090.0,82.0
BEEF,56.0 g,16.1,12.5,1.79,1.79,0.0,1070.0,80.0
BEEF,50.0 g,12.0,26.0,2.0,2.0,0.0,880.0,60.0
BEEF,125.0 MG,3.2,1.6,28.8,0.8,1.6,432.0,0.0
BEEF,56.0 g,16.1,12.5,1.79,1.79,0.0,1070.0,80.0
BEEF,113.0 GRM,11.5,27.4,1.77,0.0,0.0,965.0,62.0
"Beef, cured, corned beef, canned",Not specified,27.1,14.9,0.0,0.0,0.0,897.0,86.0
"Beef, cured, corned beef, brisket, cooked",Not specified,18.2,19.0,0.47,0.0,0.0,973.0,98.0
"Beef, cured, corned beef, brisket, raw",Not specified,14.7,14.9,0.14,0.0,0.0,1220.0,54.0
"Bologna, beef",Not specified,10.9,26.1,4.29,2.05,0.0,1010.0,57.0
"Beef, corned beef hash, with potato, canned",Not specified,8.73,10.2,9.27,0.34,1.1,412.0,32.0
"Beef, New Zealand, imported, manufacturing beef, raw",Not specified,21.2,3.68,0.23,0.0,0.0,55.0,49.0
"Beef, New Zealand, imported, manufacturing beef, cooked, boiled",Not specified,24.2,3.26,0.0,0.0,0.0,32.0,67.0
"Beef, variety meats and by-products, mechanically separated beef, raw",Not specified,15.0,23.5,0.0,0.0,0.0,57.0,209.0
Bacon and beef sticks,Not specified,29.1,44.2,0.8,0.8,0.0,1420.0,102.0
"Beef, cured, dried",Not specified,31.1,1.94,2.76,2.7,0.0,2790.0,79.0
"Beef, cured, pastrami",Not specified,21.8,5.82,0.36,0.1,0.0,1080.0,68.0
"Beerwurst, pork and beef",Not specified,14.0,22.5,4.27,0.0,0.9,732.0,62.0
"Bologna, beef and pork",Not specified,15.2,24.6,5.49,4.42,0.0,960.0,60.0
"Fat, beef tallow",Not specified,0.0,100.0,0.0,0.0,0.0,0.0,109.0
"Frankfurter, beef, heated",Not specified,11.7,29.4,2.66,1.27,0.0,852.0,58.0
"Frankfurter, beef, unheated",Not specified,11.7,28.0,2.89,0.0,0.0,872.0,0.0
"Frankfurter, beef, unheated",Not specified,11.7,28.1,2.97,1.17,0.0,865.0,58.0
"Lebanon bologna, beef",Not specified,19.0,10.4,0.44,0.0,0.0,1370.0,55.0
"Mortadella, beef, pork",Not specified,16.4,25.4,3.05,0.0,0.0,1250.0,56.0
Roast beef spread,Not specified,15.3,16.3,3.73,0.71,0.2,724.0,70.0
"Salami, cooked, beef",Not specified,12.6,22.2,1.9,1.5,0.0,1140.0,71.0
"Babyfood, carrots and beef, strained",Not specified,3.4,2.5,5.7,2.04,2.6,69.0,8.0
"Babyfood, dinner, beef with vegetables",Not specified,2.03,6.93,6.36,2.16,1.8,38.0,12.0
"Babyfood, meat, beef, junior",Not specified,12.0,2.52,2.43,0.0,0.0,41.0,51.0
"Babyfood, meat, beef, strained",Not specified,12.0,2.52,2.43,0.0,0.0,41.0,51.0
"Barbecue loaf, pork, beef",Not specified,15.8,8.9,6.4,0.0,0.0,1330.0,37.0
"Beans, baked, canned, with beef",Not specified,6.38,3.45,16.9,0.0,0.0,475.0,22.0
"Beef stew, canned entree",Not specified,4.41,5.53,7.85,1.76,0.9,388.0,13.0
"Beef, bologna, reduced sodium",Not specified,11.7,28.4,2.0,0.0,0.0,682.0,56.0
"Beef, chopped, cured, smoked",Not specified,20.2,4.42,1.86,0.0,0.0,1260.0,46.0
"Bologna, beef, low fat",Not specified,11.8,14.8,5.2,0.0,0.0,821.0,44.0
"Bologna, chicken, pork, beef",Not specified,11.3,22.7,5.61,0.0,0.0,1120.0,83.0
"Bologna, pork, turkey and beef",Not specified,11.6,29.2,6.66,1.35,0.0,1060.0,75.0
"Bratwurst, beef and pork, smoked",Not specified,12.2,26.3,2.0,0.0,0.0,848.0,78.0
"Bratwurst, pork, beef, link",Not specified,14.3,27.8,2.98,2.98,0.0,1110.0,63.0
"Burrito, beef and bean, frozen",Not specified,7.26,9.61,30.8,0.7,4.2,587.0,8.0
"Burrito, beef and bean, microwaved",Not specified,8.73,11.9,39.0,1.36,6.9,659.0,9.0
"Corned beef loaf, jellied",Not specified,22.9,6.1,0.0,0.0,0.0,953.0,47.0
"Frankfurter, beef, low fat",Not specified,12.0,9.5,1.6,0.85,0.0,744.0,40.0
"Gravy, instant beef, dry",Not specified,9.8,9.48,61.1,23.9,4.3,5200.0,11.0
CHICKEN,85.0 g,24.7,9.41,1.18,1.18,0.0,353.0,82.0
CHICKEN,56.0 GRM,21.4,1.79,0.0,0.0,0.0,179.0,45.0
CHICKEN,56.0 g,21.4,1.79,0.0,0.0,0.0,179.0,45.0
CHICKEN,15.0 g,6.67,0.0,33.3,13.3,0.0,5400.0,0.0
CHICKEN,0.8999999761581421 g,0.0,0.0,111.0,0.0,0.0,0.0,0.0
CHICKEN,32.0 g,15.6,15.6,9.38,3.12,0.0,1160.0,62.0
CHICKEN,56.0 g,16.1,8.93,3.57,1.79,0.0,946.0,54.0
Chicken spread,Not specified,18.0,17.6,4.05,0.47,0.3,722.0,56.0
"Chicken, meatless",Not specified,23.6,12.7,3.64,0.0,3.6,709.0,0.0
"Fat, chicken",Not specified,0.0,99.8,0.0,0.0,0.0,0.0,85.0
"Frankfurter, chicken",Not specified,15.5,16.2,2.74,2.98,0.0,1030.0,96.0
"Fast foods, chicken tenders",Not specified,19.2,14.0,17.2,0.4,1.2,769.0,48.0
"Bologna, chicken, pork",Not specified,10.3,30.6,4.19,0.0,0.0,1240.0,87.0
"Bratwurst, chicken, cooked",Not specified,19.4,10.4,0.0,0.0,0.0,72.0,71.0
"Chicken, canned, no broth",Not specified,25.3,8.1,0.9,0.0,0.0,482.0,50.0
"Chicken, feet, boiled",Not specified,19.4,14.6,0.2,0.0,0.0,67.0,84.0
"Chicken, ground, raw",Not specified,17.4,8.1,0.04,0.0,0.0,60.0,86.0
"DENNY'S, chicken strips",Not specified,19.2,14.5,22.0,0.29,1.1,798.0,44.0
"Gravy, CAMPBELL'S, chicken",Not specified,0.79,2.73,5.87,0.94,0.0,424.0,6.0
"Gravy, chicken, dry",Not specified,11.3,9.73,62.1,0.0,0.0,4150.0,19.0
"KFC, Popcorn Chicken",Not specified,17.7,21.7,21.2,0.0,1.0,1140.0,40.0
"McDONALD'S, Chicken McNUGGETS",Not specified,15.8,19.8,15.1,0.08,0.0,566.0,44.0
"WENDY'S, Chicken Nuggets",Not specified,16.5,22.6,14.3,0.08,0.0,708.0,50.0
"APPLEBEE'S, chicken tenders platter",Not specified,19.6,16.2,18.0,0.36,1.0,740.0,52.0
"Babyfood, dinner, chicken and rice",Not specified,1.6,0.9,9.2,0.55,1.1,25.0,10.0
"Babyfood, meat, chicken, junior",Not specified,14.0,9.6,0.0,0.0,0.0,49.0,59.0
"Babyfood, meat, chicken, strained",Not specified,13.7,7.9,0.1,0.0,0.0,49.0,61.0
"Bologna, chicken, pork, beef",Not specified,11.3,22.7,5.61,0.0,0.0,1120.0,83.0
"Bologna, chicken, turkey, pork",Not specified,9.88,26.2,5.65,0.0,0.0,922.0,80.0
"BURGER KING, Chicken Strips",Not specified,18.2,15.2,20.5,0.0,1.3,859.0,44.0
"CHICK-FIL-A, chicken sandwich",Not specified,16.3,11.2,20.9,3.64,1.4,753.0,35.0
"Chicken patty, frozen, cooked",Not specified,14.8,19.6,12.8,0.0,0.3,532.0,43.0
"Chicken patty, frozen, uncooked",Not specified,14.3,20.0,13.6,0.0,1.2,518.0,45.0
"Chicken, capons, giblets, raw",Not specified,18.3,5.18,1.42,0.0,0.0,77.0,292.0
"Chicken, ground, with additives, raw",Not specified,17.9,7.16,0.0,0.0,0.0,63.0,81.7
"Chicken, meatless, breaded, fried",Not specified,21.3,12.8,8.51,0.0,4.3,400.0,0.0
"Chicken, roasting, giblets, raw",Not specified,18.1,5.04,1.14,0.0,0.0,77.0,236.0
"Chicken, stewing, giblets, raw",Not specified,17.9,9.21,2.13,0.0,0.0,77.0,240.0
"Fast foods, quesadilla, with chicken",Not specified,15.0,15.2,24.0,1.88,1.7,745.0,37.0
"KFC, Crispy Chicken Strips",Not specified,20.2,15.4,13.7,0.0,1.4,948.0,51.0
"Pate, chicken liver, canned",Not specified,13.4,13.1,6.55,0.0,0.0,386.0,391.0
"Restaurant, Chinese, chicken and vegetables",Not specified,8.18,4.56,5.38,2.93,0.9,413.0,21.0
"Restaurant, Chinese, lemon chicken",Not specified,11.9,13.6,20.6,8.18,1.0,252.0,32.0
"Restaurant, Chinese, orange chicken",Not specified,14.5,12.7,22.5,13.6,0.8,553.0,61.0
"Restaurant, Chinese, sesame chicken",Not specified,14.3,14.2,26.9,16.0,0.7,482.0,59.0
"T.G.I. FRIDAY'S, chicken fingers",Not specified,18.7,20.3,16.8,0.23,0.8,787.0,46.0
"WEND'YS, Crispy Chicken Sandwich",Not specified,11.7,13.9,26.4,3.13,0.0,566.0,0.0
"Babyfood, dinner, apples and chicken, strained",Not specified,2.16,1.38,10.9,6.06,1.8,12.0,5.0
"Babyfood, dinner, broccoli and chicken, junior",Not specified,3.59,2.48,6.34,1.43,1.4,17.0,13.0
"Babyfood, dinner, chicken noodle, junior",Not specified,3.53,3.23,7.8,2.67,1.7,25.0,8.0
EGGS,63.0 g,12.7,9.52,0.0,0.0,0.0,143.0,373.0
EGGS,44.0 g,13.6,9.09,0.0,0.0,0.0,136.0,375.0
EGGS,44.0 g,13.6,9.09,0.0,0.0,0.0,136.0,375.0
EGGS,50.0 g,12.0,10.0,0.0,0.0,0.0,140.0,370.0
EGGS,56.0 g,12.5,8.93,0.0,0.0,0.0,143.0,375.0
EGGS,56.0 g,12.5,8.93,0.0,0.0,0.0,143.0,375.0
EGGS,50.0 g,12.0,10.0,0.0,0.0,0.0,140.0,370.0
EGGS,38.0 g,13.2,10.5,2.63,0.0,0.0,132.0,421.0
EGGS,50.0 g,12.0,10.0,0.0,0.0,0.0,140.0,370.0
EGGS,50.0 g,12.0,10.0,0.0,0.0,0.0,140.0,370.0
EGGS,56.0 g,12.5,8.93,0.0,0.0,0.0,143.0,375.0
EGGS,50.0 g,12.0,10.0,0.0,0.0,0.0,140.0,370.0
EGGS,28.0 MG,3.57,35.7,57.1,53.6,0.0,107.0,18.0
EGGS,40.0 GRM,7.5,27.5,60.0,55.0,2.5,162.0,12.0
"Eggs, Grade A, Large, egg white",Not specified,10.7,0.0,2.36,0.0,0.0,0.0,0.0
"Eggs, Grade A, Large, egg whole",Not specified,12.4,9.96,0.96,0.0,0.0,129.0,411.0
"Eggs, Grade A, Large, egg yolk",Not specified,16.2,28.8,1.02,0.0,0.0,0.0,0.0
"Bagels, egg",Not specified,10.6,2.1,53.0,0.0,2.3,505.0,24.0
"Bread, egg",Not specified,9.5,6.0,47.8,1.78,2.3,380.0,51.0
"Bread, egg, toasted",Not specified,10.5,6.6,52.6,1.94,2.5,417.0,56.0
"Crackers, matzo, egg",Not specified,12.3,2.1,78.6,0.0,2.8,21.0,83.0
"Egg substitute, powder",Not specified,55.5,13.0,21.8,21.8,0.0,800.0,572.0
"Egg, white, dried",Not specified,79.9,0.65,6.02,0.0,0.0,1250.0,17.0
"Egg, white, dried",Not specified,81.1,0.0,7.8,5.4,0.0,1280.0,0.0
"Egg, whole, dried",Not specified,48.0,43.9,1.13,0.56,0.0,476.0,1630.0
"Egg, whole, dried",Not specified,48.1,39.8,1.87,0.0,0.0,485.0,1700.0
"Egg, yolk, dried",Not specified,33.6,59.1,0.66,0.23,0.0,149.0,2310.0
"Egg, yolk, dried",Not specified,34.2,55.5,1.07,0.0,0.0,149.0,2340.0
"McDONALD'S, Egg McMUFFIN",Not specified,13.6,9.66,21.7,2.13,1.1,617.0,165.0
Potato salad with egg,Not specified,1.96,9.4,16.2,4.95,1.3,329.0,17.0
"Rolls, dinner, egg",Not specified,9.5,6.4,52.0,4.3,3.7,566.0,50.0
"Egg, white, raw, fresh",Not specified,10.9,0.17,0.73,0.71,0.0,166.0,0.0
"Egg, whole, cooked, fried",Not specified,13.6,14.8,0.83,0.4,0.0,207.0,401.0
"Egg, whole, cooked, omelet",Not specified,10.6,11.7,0.64,0.31,0.0,155.0,313.0
"Egg, whole, cooked, poached",Not specified,12.5,9.47,0.71,0.37,0.0,297.0,370.0
"Egg, whole, cooked, scrambled",Not specified,9.99,11.0,1.61,1.39,0.0,145.0,277.0
"Egg, whole, raw, fresh",Not specified,12.6,9.51,0.72,0.37,0.0,142.0,372.0
"Egg, yolk, raw, fresh",Not specified,15.9,26.5,3.59,0.56,0.0,48.0,1080.0
"Eggs, scrambled, frozen mixture",Not specified,13.1,5.6,7.5,7.5,0.0,162.0,277.0
"Babyfood, cereal, with eggs, strained",Not specified,2.2,1.5,8.0,0.0,0.0,38.0,51.0
"Crackers, matzo, egg and onion",Not specified,10.0,3.9,77.1,0.0,5.0,285.0,45.0
"Egg custards, dry mix",Not specified,6.9,6.4,82.8,0.0,0.0,281.0,258.0
"Fast foods, egg, scrambled",Not specified,13.8,16.2,2.08,1.64,0.0,187.0,426.0
"McDONALD'S, Sausage Biscuit with Egg",Not specified,11.3,22.3,19.3,1.43,0.8,664.0,152.0
"McDONALD'S, Sausage McMUFFIN with Egg",Not specified,12.6,17.8,17.3,1.57,0.9,572.0,154.0
"Noodles, egg, dry, enriched",Not specified,14.2,4.44,71.3,1.88,3.3,21.0,84.0
"Noodles, egg, dry, unenriched",Not specified,14.2,4.44,71.3,1.88,3.3,21.0,84.0
"Noodles, egg, enriched, cooked",Not specified,4.54,2.07,25.2,0.4,1.2,5.0,29.0
"Egg, duck, whole, fresh, raw",Not specified,12.8,13.8,1.45,0.93,0.0,146.0,884.0
"Egg, goose, whole, fresh, raw",Not specified,13.9,13.3,1.35,0.94,0.0,138.0,852.0
"Fish, fish sticks, frozen, prepared",Not specified,11.0,16.2,21.7,1.65,1.5,402.0,28.0
Fish broth,Not specified,2.0,0.6,0.4,0.09,0.0,200.0,0.0
"Fish, surimi",Not specified,15.2,0.9,6.85,0.0,0.0,143.0,30.0
"Fish oil, herring",Not specified,0.0,100.0,0.0,0.0,0.0,0.0,766.0
"Fish oil, menhaden",Not specified,0.0,100.0,0.0,0.0,0.0,0.0,521.0
"Fish oil, salmon",Not specified,0.0,100.0,0.0,0.0,0.0,0.0,485.0
"Fish oil, sardine",Not specified,0.0,100.0,0.0,0.0,0.0,0.0,710.0
"Fish, bluefish, raw",Not specified,20.0,4.24,0.0,0.0,0.0,60.0,59.0
"Fish, burbot, raw",Not specified,19.3,0.81,0.0,0.0,0.0,97.0,60.0
"Fish, butterfish, raw",Not specified,17.3,8.02,0.0,0.0,0.0,89.0,65.0
"Fish, carp, raw",Not specified,17.8,5.6,0.0,0.0,0.0,49.0,66.0
"Fish, cisco, raw",Not specified,19.0,1.91,0.0,0.0,0.0,55.0,50.0
"Fish, cisco, smoked",Not specified,16.4,11.9,0.0,0.0,0.0,481.0,32.0
"Fish, cusk, raw",Not specified,19.0,0.69,0.0,0.0,0.0,31.0,41.0
"Fish, haddock, raw",Not specified,16.3,0.45,0.0,0.0,0.0,213.0,54.0
"Fish, haddock, raw",Not specified,16.3,0.45,0.0,0.0,0.0,213.0,54.0
"Fish, haddock, smoked",Not specified,25.2,0.96,0.0,0.0,0.0,763.0,77.0
"Fish, ling, raw",Not specified,19.0,0.64,0.0,0.0,0.0,135.0,40.0
"Fish, lingcod, raw",Not specified,17.7,1.06,0.0,0.0,0.0,59.0,52.0
"Fish, mackerel, salted",Not specified,18.5,25.1,0.0,0.0,0.0,4450.0,95.0
"Fish, mahimahi, raw",Not specified,18.5,0.7,0.0,0.0,0.0,88.0,73.0
"Fish, milkfish, raw",Not specified,20.5,6.73,0.0,0.0,0.0,72.0,52.0
"Fish, monkfish, raw",Not specified,14.5,1.52,0.0,0.0,0.0,18.0,25.0
"Fish, pollock, raw",Not specified,12.3,0.41,0.0,0.0,0.0,333.0,46.0
"Fish, sablefish, raw",Not specified,13.4,15.3,0.0,0.0,0.0,56.0,49.0
"Fish, sablefish, smoked",Not specified,17.6,20.1,0.0,0.0,0.0,737.0,64.0
"Fish, scup, raw",Not specified,18.9,2.73,0.0,0.0,0.0,42.0,52.0
"Fish, sheepshead, raw",Not specified,20.2,2.41,0.0,0.0,0.0,71.0,50.0
"Fish, spot, raw",Not specified,18.5,4.9,0.0,0.0,0.0,29.0,60.0
"Fish, swordfish, raw",Not specified,19.7,6.65,0.0,0.0,0.0,81.0,66.0
"Fish, tilapia, raw",Not specified,20.1,1.7,0.0,0.0,0.0,52.0,50.0
"Fish, tilefish, raw",Not specified,17.5,2.31,0.0,0.0,0.0,53.0,50.0
"Fish, tuna salad",Not specified,16.0,9.26,9.41,0.0,0.0,402.0,13.0
"APPLEBEE'S, fish, hand battered",Not specified,13.2,9.14,16.6,0.51,0.9,607.0,34.0
"Crackers, flavored, fish-shaped",Not specified,10.2,17.7,65.7,1.18,3.1,970.0,0.0
"Fish oil, cod liver",Not specified,0.0,100.0,0.0,0.0,0.0,0.0,570.0
"Fish, anchovy, european, raw",Not specified,20.4,4.84,0.0,0.0,0.0,104.0,60.0
"Fish, bass, striped, raw",Not specified,17.7,2.33,0.0,0.0,0.0,69.0,80.0
"Fish, cod, Atlantic, raw",Not specified,17.8,0.67,0.0,0.0,0.0,54.0,43.0
"Fish, cod, Pacific, cooked",Not specified,20.4,0.25,0.0,0.0,0.0,134.0,61.0
"Fish, croaker, Atlantic, raw",Not specified,17.8,3.17,0.0,0.0,0.0,56.0,61.0
"Fish, drum, freshwater, raw",Not specified,17.5,4.93,0.0,0.0,0.0,75.0,64.0
"Fish, halibut, Greenland, raw",Not specified,14.4,13.8,0.0,0.0,0.0,80.0,46.0
"Fish, herring, Atlantic, kippered",Not specified,24.6,12.4,0.0,0.0,0.0,918.0,82.0
"Fish, herring, Atlantic, pickled",Not specified,14.2,18.0,9.64,7.71,0.0,870.0,13.0
"Fish, herring, Atlantic, raw",Not specified,18.0,9.04,0.0,0.0,0.0,90.0,60.0
"Fish, herring, Pacific, raw",Not specified,16.4,13.9,0.0,0.0,0.0,74.0,77.0
"Fish, mackerel, Atlantic, raw",Not specified,18.6,13.9,0.0,0.0,0.0,90.0,70.0
"Fish, mackerel, king, raw",Not specified,20.3,2.0,0.0,0.0,0.0,158.0,53.0
"Fish, mackerel, spanish, raw",Not specified,19.3,6.3,0.0,0.0,0.0,59.0,76.0
SHRIMP,85.0 g,11.8,0.0,0.0,0.0,0.0,494.0,112.0
SHRIMP,113.0 g,20.4,1.77,0.88,0.0,0.0,150.0,150.0
SHRIMP,112.0 g,20.5,1.79,0.89,0.0,0.0,143.0,143.0
SHRIMP,112.0 g,17.9,0.89,0.0,0.0,0.0,321.0,152.0
SHRIMP,85.0 g,21.2,1.18,0.0,0.0,0.0,224.0,194.0
SHRIMP,112.0 g,9.82,12.5,19.6,0.0,0.9,509.0,62.0
SHRIMP,113.0 g,15.0,0.88,0.0,0.0,0.0,469.0,115.0
SHRIMP,85.0 g,21.2,0.59,1.18,0.0,0.0,200.0,147.0
SHRIMP,112.0 g,20.5,1.79,0.89,0.0,0.0,143.0,143.0
SHRIMP,112.0 g,20.5,1.79,0.89,0.0,0.0,152.0,138.0
SHRIMP,113.0 g,13.3,0.88,0.0,0.0,0.0,257.0,44.0
SHRIMP,84.0 g,25.0,1.79,0.0,0.0,0.0,557.0,202.0
SHRIMP,112.0 g,20.5,1.79,0.89,0.0,0.0,152.0,138.0
SHRIMP,84.0 g,25.0,1.79,0.0,0.0,0.0,557.0,202.0
SHRIMP,112.0 g,20.5,1.79,0.89,0.0,0.0,143.0,152.0
SHRIMP,85.0 g,21.2,1.18,0.0,0.0,0.0,224.0,194.0
SHRIMP,85.0 g,11.8,0.59,0.0,0.0,0.0,671.0,124.0
SHRIMP,84.0 g,25.0,1.79,0.0,0.0,0.0,557.0,202.0
SHRIMP,84.0 GRM,25.0,1.79,0.0,0.0,0.0,557.0,202.0
SHRIMP,113.0 g,15.0,0.44,0.0,0.88,0.0,469.0,133.0
SHRIMP,84.0 g,25.0,1.19,0.0,0.0,0.0,286.0,202.0
SHRIMP,113.0 g,16.8,1.33,0.88,0.0,0.0,119.0,124.0
SHRIMP,85.0 g,21.2,1.76,1.18,0.0,0.0,329.0,159.0
SHRIMP,84.0 g,25.0,1.79,0.0,0.0,0.0,557.0,202.0
SHRIMP,84.0 GRM,25.0,1.79,0.0,0.0,0.0,557.0,202.0
SHRIMP,112.0 g,20.5,1.79,0.89,0.0,0.0,152.0,138.0
SHRIMP,85.0 g,21.2,0.59,0.0,0.0,0.0,224.0,153.0
SHRIMP,113.0 g,12.4,0.44,0.0,0.0,0.0,823.0,142.0
SHRIMP,85.0 g,15.3,0.59,0.0,0.0,1.2,376.0,147.0
SHRIMP,84.0 g,15.5,0.6,0.0,0.0,0.0,405.0,155.0
SHRIMP,84.0 g,22.6,1.79,0.0,0.0,0.0,964.0,214.0
SHRIMP,112.0 g,17.9,0.89,0.0,0.0,0.0,107.0,103.0
SHRIMP,112.0 g,21.4,0.89,0.0,0.0,0.0,116.0,129.0
SHRIMP,85.0 g,18.8,1.18,0.0,0.0,0.0,565.0,194.0
SHRIMP,110.0 g,18.2,0.91,0.91,0.0,0.0,282.0,141.0
SHRIMP,113.0 g,20.4,1.77,0.88,0.0,0.0,487.0,150.0
SHRIMP,113.0 g,20.4,1.77,0.88,0.0,0.0,150.0,150.0
