Item Name,Serving Size,Protein (g),Total Fat (g),Carbohydrates (g),Sugar (g),Fiber (g),Sodium (mg),Cholesterol (mg),Pakistani
"Cheese, brie",Not specified,20.8,27.7,0.45,0.45,0.0,629.0,100.0,True
"Cheese, camembert",Not specified,19.8,24.3,0.46,0.46,0.0,842.0,72.0,True
"Cheese, caraway",Not specified,25.2,29.2,3.06,0.0,0.0,690.0,93.0,True
"Cheese, cheddar",Not specified,23.3,34.0,2.44,0.0,0.0,654.0,100.0,True
"Cheese, cheshire",Not specified,23.4,30.6,4.78,0.0,0.0,700.0,103.0,True
"Cheese, colby",Not specified,23.8,32.1,2.57,0.52,0.0,604.0,95.0,True
"Cheese, cream",Not specified,6.15,34.4,5.52,3.76,0.0,314.0,101.0,True
"Cheese, edam",Not specified,25.0,28.6,1.43,0.0,0.0,973.0,89.0,True
"Cheese, feta",Not specified,14.2,21.5,3.88,0.0,0.0,1140.0,89.0,True
"Cheese, fontina",Not specified,25.6,31.1,1.55,1.55,0.0,800.0,116.0,True
"Cheese, gjetost",Not specified,9.65,29.5,42.6,0.0,0.0,600.0,94.0,True
"Cheese, gouda",Not specified,24.9,27.4,2.22,2.22,0.0,819.0,114.0,True
"Cheese, gruyere",Not specified,29.8,32.3,0.36,0.36,0.0,714.0,110.0,True
"Cheese, limburger",Not specified,20.0,27.2,0.49,0.49,0.0,800.0,90.0,True
"Cheese, monterey",Not specified,24.5,30.3,0.68,0.5,0.0,600.0,89.0,True
"Cheese, muenster",Not specified,23.4,30.0,1.12,1.12,0.0,628.0,96.0,True
"Cheese, neufchatel",Not specified,9.15,22.8,3.59,3.19,0.0,334.0,74.0,True
BUTTERMILK,240.0 ml,3.33,0.42,5.42,5.0,0.0,171.0,4.0,True
BUTTERMILK,240.0 ml,3.33,3.33,5.0,5.0,0.0,50.0,12.0,True
BUTTERMILK,240.0 ml,3.33,0.0,4.58,4.58,0.0,117.0,2.0,True
BUTTERMILK,240.0 ml,3.75,1.46,5.42,5.42,0.0,121.0,8.0,True
BUTTERMILK,240.0 ml,3.33,3.33,5.0,5.0,0.0,50.0,12.0,True
BUTTERMILK,240.0 ml,3.33,3.75,5.42,5.0,0.0,129.0,12.0,True
BUTTERMILK,62.0 g,9.68,4.03,0.0,11.3,1.6,0.0,0.0,True
BUTTERMILK,244.0 ml,4.51,3.28,5.33,0.0,0.0,86.0,14.0,True
BUTTERMILK,240.0 ml,3.75,2.08,5.0,5.0,0.0,54.0,6.0,True
"Buttermilk, low fat",Not specified,3.46,1.08,4.81,0.0,0.0,92.5,4.79,True
"Milk, buttermilk, dried",Not specified,34.3,5.78,49.0,49.0,0.0,517.0,69.0,True
"Milk, buttermilk, fluid, whole",Not specified,3.21,3.31,4.88,4.88,0.0,105.0,11.0,True
"Salad dressing, buttermilk, lite",Not specified,1.25,12.4,21.3,3.77,1.1,1120.0,16.0,True
"Biscuits, plain or buttermilk, dry mix",Not specified,8.0,15.4,63.4,11.6,2.1,1280.0,2.0,True
"Biscuits, plain or buttermilk, frozen, baked",Not specified,6.2,11.0,53.9,3.48,1.3,942.0,1.0,True
"Milk, buttermilk, fluid, cultured, lowfat",Not specified,3.31,1.07,4.79,5.36,0.0,148.0,4.0,True
"Pancakes, buttermilk, prepared from recipe",Not specified,6.8,9.3,28.7,0.0,0.0,522.0,58.0,True
"Waffles, buttermilk, frozen, ready-to-heat",Not specified,6.58,9.22,41.0,4.3,2.2,621.0,15.0,True
"Biscuits, plain or buttermilk, dry mix, prepared",Not specified,7.3,12.1,48.4,0.0,1.8,955.0,4.0,True
"Biscuits, plain or buttermilk, prepared from recipe",Not specified,7.0,16.3,44.6,2.18,1.5,580.0,3.0,True
"Milk, buttermilk, fluid, cultured, reduced fat",Not specified,4.1,2.0,5.3,5.3,0.0,105.0,8.0,True
"Pillsbury Grands, Buttermilk Biscuits, refrigerated dough",Not specified,6.16,11.3,42.4,4.6,1.5,1070.0,0.0,True
"Waffle, buttermilk, frozen, ready-to-heat, microwaved",Not specified,6.92,9.4,44.2,4.5,2.4,663.0,16.0,True
"Waffle, buttermilk, frozen, ready-to-heat, toasted",Not specified,7.42,9.49,48.4,4.41,2.6,710.0,13.0,True
"Biscuits, plain or buttermilk, refrigerated dough, higher fat",Not specified,6.66,10.6,46.3,7.4,0.7,977.0,1.0,True
"Biscuits, plain or buttermilk, refrigerated dough, lower fat",Not specified,6.7,7.83,43.7,7.18,2.0,828.0,0.0,True
"Pancakes plain, frozen, ready-to-heat (includes buttermilk)",Not specified,5.23,6.83,37.8,8.32,1.0,461.0,18.0,True
"Pancakes, plain, dry mix, complete (includes buttermilk)",Not specified,9.77,3.1,73.6,16.0,2.9,1080.0,2.0,True
"Pancakes, plain, dry mix, incomplete (includes buttermilk)",Not specified,10.0,1.7,73.6,2.21,5.4,1150.0,0.0,True
"Pillsbury, Buttermilk Biscuits, Artificial Flavor, refrigerated dough",Not specified,6.4,2.79,47.1,4.46,1.6,854.0,0.0,True
"Biscuits, plain or buttermilk, refrigerated dough, higher fat, baked",Not specified,6.79,11.2,49.0,8.19,2.8,1000.0,0.0,True
"Biscuits, plain or buttermilk, refrigerated dough, lower fat, baked",Not specified,7.8,9.1,51.6,8.14,2.3,962.0,0.0,True
"Pancakes, plain, frozen, ready-to-heat, microwave (includes buttermilk)",Not specified,5.88,4.73,43.3,7.06,2.5,566.0,0.0,True
"Creamy dressing, made with sour cream and/or buttermilk and oil, reduced calorie",Not specified,1.5,14.0,7.0,5.65,0.0,833.0,0.0,True
"Martha White Foods, Martha White's Buttermilk Biscuit Mix, dry",Not specified,7.81,13.2,59.4,4.46,1.5,1300.0,3.0,True
"Pillsbury Golden Layer Buttermilk Biscuits, Artificial Flavor, refrigerated dough",Not specified,5.88,13.2,41.2,5.88,1.2,1060.0,0.0,True
"Creamy dressing, made with sour cream and/or buttermilk and oil, reduced calorie, cholesterol-free",Not specified,1.0,8.0,16.0,3.28,0.0,932.0,0.0,True
"Creamy dressing, made with sour cream and/or buttermilk and oil, reduced calorie, fat-free",Not specified,1.4,2.7,20.0,5.35,0.0,897.0,0.0,True
"KROGER, BUTTERMILK WAFFLES, BUTTERMILK, BUTTERMILK",70.0 g,5.71,8.57,37.1,2.86,1.4,600.0,7.0,True
"BUTTERMILK BISCUIT, BUTTERMILK",64.0 g,6.25,10.9,45.3,4.69,1.6,875.0,0.0,True
"BUTTERMILK BISCUIT, BUTTERMILK",34.0 g,5.88,8.82,44.1,8.82,2.9,794.0,0.0,True
"BUTTERMILK BISCUITS, BUTTERMILK",55.0 g,7.27,7.27,41.8,5.45,1.8,964.0,9.0,True
"BUTTERMILK BISCUITS, BUTTERMILK",43.0 GRM,6.98,2.33,48.8,6.98,2.3,860.0,0.0,True
"BUTTERMILK BISCUITS, BUTTERMILK",57.0 g,5.26,15.8,31.6,3.51,1.8,893.0,0.0,True
"BUTTERMILK BISCUITS, BUTTERMILK",62.0 g,6.45,14.5,37.1,3.23,1.6,1230.0,0.0,True
"BUTTERMILK BISCUITS, BUTTERMILK",142.0 GRM,5.63,13.4,36.6,1.41,1.4,479.0,35.0,True
"BUTTERMILK BISCUITS, BUTTERMILK",43.0 GRM,6.98,2.33,48.8,6.98,2.3,860.0,0.0,True
"BUTTERMILK BISCUITS, BUTTERMILK",62.0 g,4.84,17.7,35.5,3.23,1.6,742.0,0.0,True
"BUTTERMILK BISCUITS, BUTTERMILK",56.0 g,7.14,12.5,39.3,5.36,1.8,875.0,36.0,True
"BUTTERMILK BISCUITS, BUTTERMILK",59.0 g,5.08,13.6,39.0,3.39,1.7,881.0,0.0,True
"Spices, cumin seed",Not specified,17.8,22.3,44.2,2.25,10.5,168.0,0.0,True
"CUMIN GOUDA CHEESE, CUMIN GOUDA",30.0 g,23.3,30.0,3.33,0.0,0.0,500.0,103.0,True
CUMIN GROUND,0.800000011920929 g,0.0,0.0,0.0,0.0,31.2,0.0,0.0,True
GROUND CUMIN,2.0 g,0.0,0.0,50.0,0.0,0.0,0.0,0.0,True
GROUND CUMIN,0.6000000238418579 g,0.0,0.0,0.0,0.0,0.0,167.0,0.0,True
GROUND CUMIN,0.800000011920929 GRM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
GROUND CUMIN,1.0 g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
GROUND CUMIN,0.699999988079071 g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
GROUND CUMIN,0.5 g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
GROUND CUMIN,0.699999988079071 g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
"CUMIN SEEDS GRINDER REFILL, CUMIN SEEDS",0.75 g,0.0,0.0,133.0,0.0,0.0,0.0,0.0,True
"ALBACORE WILD TUNA WITH JALAPENO & CUMIN, JALAPENO & CUMIN",74.0 g,20.3,5.41,2.7,0.0,0.0,581.0,27.0,True
"CUMIN CURRY SALAD DRESSING & MARINADE, CUMIN-CURRY",32.0 g,0.0,31.2,6.25,3.12,3.1,469.0,0.0,True
"CUMIN GOUDA TRUE FARMSTEAD CHEESE, CUMIN GOUDA",28.0 g,28.6,3.57,0.0,0.0,0.0,821.0,143.0,True
"TURMERIC + CUMIN ORGANIC SUREKHA RICE, TURMERIC + CUMIN",148.0 g,3.38,4.05,34.5,0.0,0.7,196.0,0.0,True
"CHEFZITO, GROUND CUMIN",0.800000011920929 g,0.0,0.0,0.0,0.0,31.2,0.0,0.0,True
CORIANDER CUMIN POWDER,2.0 GRM,0.0,0.0,100.0,0.0,0.0,0.0,0.0,True
CUMIN & CORIANDER POWDER,1.0 g,0.0,0.0,100.0,0.0,0.0,0.0,0.0,True
CUMIN GROUND (SMOKED),0.699999988079071 g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
"CUMIN GROUND, HOT",0.5 g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
ORGANIC CUMIN POWDER,100.0 GRM,17.0,22.0,44.0,0.0,10.0,1760.0,0.0,True
POWDERED CUMIN WITH SEASONING,0.5 GRM,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,True
"BANDAR, LENTIL CRISPS POPPADUMS, ORIGINAL CUMIN, ORIGINAL CUMIN",28.0 g,17.9,17.9,57.1,3.57,7.1,607.0,0.0,True
"CUMIN LIME FRAGRANT AND ZESTY PICKLE CHIPS, CUMIN LIME",28.0 GRM,0.0,0.0,3.57,3.57,0.0,786.0,0.0,True
"CUMIN-LIME DILL PICKLE SPEARS, CUMIN-LIME DILL",51.0 GRM,0.0,0.0,3.92,3.92,2.0,824.0,0.0,True
"DICED TOMATOES WITH JALAPENOS, ONION & CUMIN, WITH JALAPENOS, ONION & CUMIN",123.0 g,0.81,0.0,5.69,4.07,0.8,203.0,0.0,True
"PINQUITO BEANS WITH ONION AND CUMIN SAUCE, ONION AND CUMIN SAUCE",130.0 g,5.38,0.0,17.7,1.54,4.6,369.0,0.0,True
"ARIEL BAKERY & PATISSERIE, SAVORY BARS, BLACK CUMIN, BLACK CUMIN",30.0 g,10.0,23.3,60.0,1.0,0.0,817.0,0.0,True
"BUTTERNUT SQUASH WITH CUMIN EXTRAORDINARY GOOD SOUP, BUTTERNUT SQUASH WITH CUMIN",227.0 g,0.44,3.08,5.29,1.76,0.4,115.0,7.0,True
"SLICED STEWED TOMATOES WITH PEPPERS, CELERY & CUMIN, PEPPERS, CELERY & CUMIN",123.0 g,0.81,0.0,5.69,4.88,0.8,203.0,0.0,True
"TURMERIC & CUMIN SUPERFOOD TORTILLAS MADE WITH COCONUT FLOUR, TURMERIC & CUMIN",53.0 g,7.55,8.49,50.9,11.3,9.4,547.0,0.0,True
100% ORGANIC GROUND CUMIN,0.699999988079071 g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
ADOBO WITH CUMIN CON COMINO,1.0 g,0.0,0.0,0.0,0.0,0.0,34000.0,0.0,True
BLACK ZEERA (BLACK CUMIN),100.0 g,18.0,22.0,49.0,0.0,13.0,150.0,0.0,True
CASHEW & CUMIN COOKING SAUCE,62.0 g,1.61,7.26,9.68,4.84,1.6,661.0,0.0,True
CHICKPEA TOMATO DIP WITH CUMIN,30.0 g,3.33,13.3,10.0,3.33,3.3,533.0,0.0,True
GROUND CUMIN PERUVIAN SEASONING,0.0 g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
GROUND GEERA ROASTED (CUMIN),10.0 g,18.0,22.0,0.0,2.0,0.0,0.0,0.0,True
"SMOKED GROUND CUMIN, SMOKED",0.699999988079071 GRM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
TOMATO & CUMIN SPICE & SAUCE,125.0 g,0.8,1.6,6.4,3.2,0.8,400.0,0.0,True
"BLACK LENTIL + TOMATO + CUMIN ORGANIC DAL, BLACK LENTIL + TOMATO + CUMIN",142.0 GRM,3.52,4.93,14.8,4.93,2.1,246.0,0.0,True
"CUBAN RECIPE BLACK BEANS WITH ONIONS, PEPPERS & CUMIN, ONIONS, PEPPERS & CUMIN",130.0 g,5.38,0.0,16.9,1.54,6.9,415.0,0.0,True
"HIMALAYAN PINK ZESTY CUMIN SEASONING SALT, HIMALAYAN PINK ZESTY CUMIN",0.8999999761581421 g,0.0,0.0,0.0,0.0,0.0,32200.0,0.0,True
"CAMPBELL'S, CONDENSED SOUP, BLACK BEAN CUMIN & CILANTRO, BLACK BEAN CUMIN & CILANTRO",120.0 ml,2.5,0.0,13.3,1.67,2.5,717.0,0.0,True
"FURMANO'S, CHILI STYLE DICED TOMATOES, ANCHO CHILI & CUMIN, ANCHO CHILI & CUMIN",116.0 g,0.86,0.0,5.17,2.59,0.9,284.0,0.0,True
"GARLIC & CUMIN SEASONED BLACK BEANS WITH CARAMELIZED ONION & POBLANO PEPPERS, GARLIC & CUMIN",140.0 GRM,5.71,2.14,19.3,2.14,4.3,371.0,0.0,True
"SHY BROTHERS FARM, CLOUMAGE, CREAMY FRESH CHEESE, ROSEMARY + CUMIN, ROSEMARY + CUMIN",29.0 g,3.45,3.45,3.45,0.0,0.0,379.0,17.0,True
"AMAZING HERBS, BLACK CUMIN SEED",5.0 g,20.0,40.0,40.0,0.0,20.0,0.0,0.0,True
"ARGALIGHT, CULINARY ARGAN OIL, CUMIN",8.0 g,0.0,100.0,0.0,0.0,0.0,0.0,0.0,True
"BLACK BEANS, CUMIN & CHILI SPICES",130.0 GRM,5.38,0.77,16.2,0.77,5.4,231.0,0.0,True
"Spices, coriander seed",Not specified,12.4,17.8,55.0,0.0,41.9,35.0,0.0,True
"Coriander (cilantro) leaves, raw",Not specified,2.13,0.52,3.67,0.87,2.8,46.0,0.0,True
"Spices, coriander leaf, dried",Not specified,21.9,4.78,52.1,7.27,10.4,211.0,0.0,True
"Seasoning mix, dry, sazon, coriander & annatto",Not specified,0.0,0.0,0.0,0.0,0.0,17000.0,0.0,True
"APRICOT & CORIANDER SAUCE, APRICOT & CORIANDER",64.0 IU,1.56,4.69,14.1,9.38,1.6,172.0,0.0,True
"CORIANDER & ANNATTO SEASONING, CORIANDER & ANNATTO",1.0 g,0.0,0.0,0.0,0.0,0.0,17000.0,0.0,True
"SEASONING WITH CORIANDER & ANNATTO, CORIANDER & ANNATTO",1.0 g,0.0,0.0,0.0,0.0,0.0,13500.0,0.0,True
"SEASONING WITH CORIANDER & ANNATTO, CORIANDER & ANNATTO",1.0 g,0.0,0.0,0.0,0.0,0.0,14000.0,0.0,True
CORIANDER & ANNATTO,5.0 g,0.0,0.0,40.0,0.0,0.0,2000.0,0.0,True
CORIANDER & ANNATTO,1.0 g,0.0,0.0,0.0,0.0,0.0,24000.0,0.0,True
CORIANDER CHUTNEY,15.0 g,0.0,6.67,6.67,0.0,6.7,1200.0,0.0,True
CORIANDER CHUTNEY,20.0 g,0.0,7.5,10.0,0.0,5.0,2550.0,0.0,True
CORIANDER POWDER,0.699999988079071 GRM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
CORIANDER POWDER,5.0 g,20.0,20.0,20.0,0.0,40.0,40.0,0.0,True
CORIANDER SEED,0.6 g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
CORIANDER SEED,0.5 g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
CORIANDER SEEDS,5.0 g,20.0,20.0,20.0,0.0,40.0,40.0,0.0,True
CORIANDER SEEDS,0.699999988079071 GRM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
GROUND CORIANDER,0.6000000238418579 GRM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
GROUND CORIANDER,0.5 g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
GROUND CORIANDER,0.6000000238418579 GRM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
ORGANIC CORIANDER,100.0 GRM,12.0,19.0,54.0,0.0,42.0,35.0,0.0,True
ORGANIC CORIANDER,0.5 g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
"CORIANDER AND ANNATTO PREMIUM SEASONING, CORIANDER AND ANNATTO",1.0 GRM,0.0,0.0,0.0,0.0,0.0,14000.0,0.0,True
"CORIANDER & ANNATTO A LOW SODIUM SEASONING, CORIANDER & ANNATTO",1.0 g,0.0,0.0,0.0,0.0,0.0,11000.0,0.0,True
"CORIANDER, ANNATTO & OREGANO SEASONING, CORIANDER, ANNATTO & OREGANO",1.0 g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
"CORIANDER, ANNATTO & OREGANO SEASONING, CORIANDER, ANNATTO & OREGANO",1.0 g,0.0,0.0,0.0,0.0,0.0,13000.0,0.0,True
"ORANGE & CORIANDER SMOKED CHICKEN SAUSAGE, ORANGE & CORIANDER",85.0 g,16.5,9.41,7.06,4.71,1.2,541.0,88.0,True
"BUTTERFLY, CORIANDER POWDER",100.0 g,1.0,1.0,3.0,0.0,0.0,0.0,0.0,True
CORIANDER & ANNATTO SEASONING,5.0 GRM,0.0,0.0,40.0,0.0,0.0,2000.0,0.0,True
CORIANDER & ANNATTO SEASONING,1.0 GRM,0.0,0.0,0.0,0.0,0.0,17000.0,0.0,True
CORIANDER & PAPRIKA SEASONING,1.25 g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
CORIANDER AND ANNATTO SEASONING,1.0 GRM,0.0,0.0,0.0,0.0,0.0,14000.0,0.0,True
CORIANDER CUMIN POWDER,2.0 GRM,0.0,0.0,100.0,0.0,0.0,0.0,0.0,True
CUMIN & CORIANDER POWDER,1.0 g,0.0,0.0,100.0,0.0,0.0,0.0,0.0,True
"K.L.V., DRIED CORIANDER",6.0 g,0.0,0.0,16.7,0.0,0.0,833.0,0.0,True
ORGANIC GROUND CORIANDER,0.6000000238418579 GRM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
ORGANIC WHOLE  CORIANDER,100.0 GRM,12.0,19.0,54.0,0.0,42.0,35.0,0.0,True
"SAZON, CORIANDER & ANNATTO",1.0 g,0.0,0.0,0.0,0.0,0.0,17000.0,0.0,True
"COCONUT CORIANDER SPICY PERI - PERI FINISHING DRESSING, COCONUT CORIANDER",5.0 ml,20.0,0.0,40.0,40.0,0.0,100.0,0.0,True
100% ORGANIC CORIANDER SEED,0.6000000238418579 g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
100% ORGANIC GROUND CORIANDER,0.5 g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
"A UNIQUE SEASONING, CORIANDER & ANNATTO",1.0 g,0.0,0.0,0.0,0.0,0.0,14000.0,0.0,True
CORIANDER & ANNATTO MARINADE & DRESSING,15.0 MLT,0.0,0.0,20.0,13.3,0.0,1130.0,0.0,True
CORIANDER & ANNATTO SAZN SEASONINGS,1.0 GRM,0.0,0.0,0.0,0.0,0.0,21000.0,0.0,True
"INDIANFILE, CORIANDER & HERBS NAAN",100.0 g,7.0,5.0,46.0,1.0,2.0,350.0,0.0,True
"KERALA CURRY, CORIANDER CHUTNEY",6.0 g,0.0,0.0,16.7,16.7,0.0,2080.0,0.0,True
"BLACK PEPPER & CORIANDER 100% GRASS-FED BEEF, BLACK PEPPER & CORIANDER",71.0 g,12.7,19.7,1.41,0.0,0.0,620.0,56.0,True
"GREEN GARBANZOS + CORN + CORIANDER EVERYDAY DAL, GREEN GARBANZOS + CORN + CORIANDER",142.0 GRM,3.52,4.93,12.0,1.41,2.8,225.0,0.0,True
CORIANDER SEED GROUND ORGANIC SPICES,1.7999999523162842 g,0.0,0.0,55.6,0.0,55.6,0.0,0.0,True
TURMERIC,0.4000000059604645 g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
TURMERIC,0.800000011920929 g,0.0,0.0,125.0,0.0,0.0,0.0,0.0,True
TURMERIC,0.800000011920929 g,0.0,0.0,125.0,0.0,31.2,0.0,0.0,True
TURMERIC,0.800000011920929 g,0.0,0.0,125.0,0.0,31.2,0.0,0.0,True
TURMERIC,0.7 g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
TURMERIC,28.0 GRM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
"Spices, turmeric, ground",Not specified,9.68,3.25,67.1,3.21,22.7,27.0,0.0,True
"TURMERIC LATTE, TURMERIC",4.0 GRM,0.0,0.0,75.0,50.0,25.0,0.0,0.0,True
"TURMERIC LEMONADE, TURMERIC",296.0 ml,0.0,0.0,1.69,1.35,0.3,0.0,0.0,True
"TURMERIC SAUERKRAUT, TURMERIC",56.0 GRM,1.79,0.0,5.36,0.0,3.6,857.0,0.0,True
"TURMERIC SHOTS, TURMERIC",354.0 MLT,0.0,0.0,0.85,0.56,0.0,0.0,0.0,True
"DIRTYLEMON +TURMERIC JUICE, TURMERIC",473.0 ml,0.0,0.0,1.06,0.21,0.2,3.0,0.0,True
"ORGANIC TURMERIC SUPERGHEE, TURMERIC",5.0 g,0.0,100.0,0.0,0.0,0.0,0.0,160.0,True
"TURMERIC ORGANIC RICE, TURMERIC",250.0 GRM,1.6,1.6,15.2,0.0,0.4,112.0,4.0,True
"TURMERIC ORGANIC RICE, TURMERIC",150.0 g,4.67,3.33,39.3,0.0,0.7,240.0,0.0,True
"TURMERIC PASTA, ROTINI, TURMERIC",56.0 g,14.3,1.79,73.2,1.79,5.4,0.0,0.0,True
"TURMERIC RELIEVE, TURMERIC RELIEVE",118.0 ml,0.0,0.0,12.7,7.63,0.8,0.0,0.0,True
"TURMERIC ROOT POWDER, TURMERIC",10.0 GRM,10.0,0.0,70.0,0.0,20.0,0.0,0.0,True
"TURMERIC SORGHUM PUFFS, TURMERIC",28.0 g,7.14,25.0,57.1,3.57,3.6,607.0,0.0,True
"TURMERIC SUPERFOOD CREAMER, TURMERIC",2.0 g,0.0,25.0,50.0,50.0,0.0,0.0,0.0,True
"ORANGE - TURMERIC HEALER ZEN TURMERIC SHOTS, ORANGE - TURMERIC",59.0 MLT,0.0,0.0,11.9,8.47,0.0,0.0,0.0,True
"CARROT TURMERIC CRUMBLES, CARROT TURMERIC",30.0 g,6.67,0.0,66.7,3.33,16.7,17.0,0.0,True
"CINNAMON TURMERIC SUPERPASTE, CINNAMON TURMERIC",5.0 g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
"COCONUT TURMERIC GRANOLA, COCONUT TURMERIC",60.0 g,10.0,23.3,61.7,20.0,10.0,433.0,0.0,True
"COLD-PRESSED TURMERIC LEMONADE, TURMERIC",296.0 MLT,0.0,0.0,1.69,1.35,0.3,0.0,0.0,True
"GARLIC TURMERIC SUPERPASTE, GARLIC TURMERIC",5.0 g,0.0,0.0,20.0,0.0,0.0,0.0,0.0,True
"GINGER TURMERIC KOMBUCHA, GINGER TURMERIC",355.0 MLT,0.0,0.0,2.82,2.54,0.0,0.0,0.0,True
"GINGER TURMERIC KOMBUCHA, GINGER TURMERIC",420.0 MLT,0.0,0.0,4.05,3.33,0.0,0.0,0.0,True
"GOLDEN TURMERIC TAHINI, GOLDEN TURMERIC",16.0 g,6.25,25.0,12.5,0.0,0.0,688.0,0.0,True
"LEMON TURMERIC DRESSING, LEMON TURMERIC",30.0 ml,0.0,26.7,0.0,6.67,0.0,600.0,0.0,True
"LEMON TURMERIC HUMMUS, LEMON TURMERIC",47.0 IU,8.51,12.8,19.2,2.13,4.3,287.0,0.0,True
"MILD KIMCHI WITH TURMERIC, MILD WITH TURMERIC",30.0 g,0.0,0.0,6.67,3.33,3.3,833.0,0.0,True
"ORANGE TURMERIC KOMBUCHA, ORANGE TURMERIC",355.0 ml,0.0,0.0,1.13,0.85,0.0,1.0,0.0,True
"ORGANIC TURMERIC & PROBIOTICS, ORANGE TURMERIC",240.0 ml,0.83,0.0,10.8,8.75,1.2,0.0,0.0,True
"ORGANIC TURMERIC BROWN RICE, TURMERIC",108.0 g,2.78,1.39,30.6,0.0,2.8,74.0,0.0,True
"ORGANIC TURMERIC CULINARY JUICE, TURMERIC",15.0 ml,0.0,0.0,6.67,0.0,0.0,0.0,0.0,True
"SOUTHWEST TURMERIC DRESSING, SOUTHWEST TURMERIC",28.0 g,17.9,60.7,10.7,0.0,3.6,607.0,0.0,True
"SUNFLOWER TURMERIC ROLLS, SUNFLOWER TURMERIC",57.0 g,8.77,5.26,56.1,3.51,1.8,614.0,0.0,True
"TANGERINE TURMERIC KOMBUCHA, TANGERINE TURMERIC",240.0 MLT,0.0,0.0,4.17,4.17,0.0,4.0,0.0,True
"TURMERIC CAULIFLOWER SOUP, TURMERIC CAULIFLOWER",19.0 g,10.5,0.0,73.7,10.5,10.5,1050.0,0.0,True
"TURMERIC GHEE CLARIFIED BUTTER, TURMERIC",13.0 g,0.0,100.0,0.0,0.0,0.0,0.0,308.0,True
"TURMERIC GINGER TEA, TURMERIC GINGER",125.0 MLT,0.0,0.0,0.8,0.0,0.0,0.0,0.0,True
"TURMERIC INFUSED WATER, TURMERIC WITH BERRIES",240.0 ml,0.0,0.0,0.83,0.83,0.0,17.0,0.0,True
"TURMERIC KETO-CAULIFLOWER HUMMUS, TURMERIC",28.0 g,3.57,17.9,7.14,0.0,3.6,393.0,0.0,True
"TURMERIC LATTE WITH SAFFRON AND PROBIOTICS, TURMERIC",8.0 g,5.0,31.2,62.5,25.0,0.0,750.0,0.0,True
"TURMERIC PURE BOOST SHOT, TURMERIC",59.0 ml,0.0,0.0,11.9,10.2,0.0,0.0,0.0,True
"TURMERIC SPARKLING BOTANICAL PROBIOTIC, TURMERIC",360.0 ml,0.0,0.0,3.06,2.22,0.3,28.0,0.0,True
"TURMERIC TWIST PANEER, TURMERIC TWIST",28.0 GRM,25.0,21.4,3.57,3.57,0.0,71.0,71.0,True
CURCUMA TURMERIC,6.800000190734863 g,7.35,10.3,64.7,2.94,20.6,44.0,0.0,True
GROUND TURMERIC,5.0 GRM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
"Spices, chili powder",Not specified,13.5,14.3,49.7,7.19,34.8,2870.0,0.0,True
"Peppers, hot chili, red, raw",Not specified,1.87,0.44,8.81,5.3,1.5,9.0,0.0,True
"Tomatoes, red, ripe, canned, with green chilies",Not specified,0.69,0.08,3.62,0.0,0.0,401.0,0.0,True
"Sauce, peppers, hot, chili, mature red, canned",Not specified,0.9,0.6,3.9,2.55,0.7,25.0,0.0,True
"Peppers, hot chili, red, canned, excluding seeds, solids and liquids",Not specified,0.9,0.1,5.1,3.32,1.3,1170.0,0.0,True
Baobab powder,Not specified,3.69,0.47,79.6,0.0,44.5,10.0,0.0,True
"Sugars, powdered",Not specified,0.0,0.0,99.8,97.8,0.0,2.0,0.0,True
Tomato powder,Not specified,12.9,0.44,74.7,43.9,16.5,134.0,0.0,True
"APPLEBEE'S, chili",Not specified,12.6,9.79,4.57,2.27,1.4,381.0,45.0,True
"RED CHILI POWDER, RED",0.699999988079071 GRM,0.0,0.0,0.0,0.0,0.0,2860.0,0.0,True
