Item Name,Serving Size,Calories (kcal),Protein (g),Total Fat (g),Carbohydrates (g),Sugar (g),Fiber (g),Sodium (mg),Cholesterol (mg),Pakistani,Meal Type
"CASHEW NUT CLUSTERS, CASHEW",30.0 GRM,533.0,13.3,36.7,40.0,16.7,3.3,267.0,0.0,True,Unspecified
"CASHEW SHORTBREAD COOKIES, CASHEW",25.0 g,480.0,8.0,28.0,56.0,28.0,0.0,100.0,0.0,True,Breakfast
"CASHEWS,HALVES AND PIECES, CASHEWS",28.0 g,571.0,17.9,46.4,28.6,3.57,3.6,411.0,0.0,True,Unspecified
"MILK CHOCOLATE WITH CASHEW, CASHEW",31.0 g,548.0,9.68,32.3,54.8,48.4,3.2,194.0,16.0,True,Breakfast
"CASHEWS BUTTER ORGANIC COVERED CASHEWS, CASHEW BUTTER",28.0 g,643.0,7.14,50.0,39.3,14.3,0.0,214.0,0.0,True,Breakfast
"ORGANIC CASHEW BUTTER COVERED CASHEWS, CASHEW BUTTER",28.0 GRM,643.0,7.14,50.0,39.3,14.3,0.0,214.0,0.0,True,Breakfast
"ALMOND & CASHEW ANCHOVIES, ALMOND & CASHEW",13.0 g,538.0,30.8,30.8,23.1,15.4,15.4,462.0,154.0,True,Unspecified
"BAOBAB CASHEW FRUIT , CASHEW FRUIT",355.0 ml,20.0,0.06,0.0,4.79,3.1,1.4,7.0,0.0,True,Snack
"CARAMEL CASHEW COOKIES, CARAMEL CASHEW",30.0 g,467.0,6.67,23.3,53.3,30.0,3.3,300.0,50.0,True,Snack
"CARAMEL CASHEW POPCORN, CARAMEL CASHEW",30.0 g,467.0,6.67,15.0,73.3,43.3,3.3,317.0,0.0,True,Snack
"CASHEW & SESAME STICKS, CASHEW & SESAME",32.0 g,562.0,12.5,43.8,40.6,3.12,3.1,1030.0,0.0,True,Unspecified
PEANUTS,28.0 g,607.0,25.0,42.9,28.6,3.57,14.3,375.0,0.0,True,Snack
PEANUTS,28.0 GRM,571.0,25.0,39.3,32.1,0.0,10.7,1390.0,0.0,True,Snack
PEANUTS,28.0 GRM,607.0,25.0,53.6,17.9,3.57,10.7,393.0,0.0,True,Snack
PEANUTS,28.0 g,607.0,25.0,42.9,28.6,3.57,14.3,375.0,0.0,True,Snack
PEANUTS,28.0 GRM,607.0,25.0,53.6,17.9,3.57,10.7,393.0,0.0,True,Snack
PEANUTS,32.0 g,312.0,12.5,6.25,40.6,6.25,6.2,297.0,0.0,True,Snack
PEANUTS,28.0 g,571.0,21.4,46.4,21.4,3.57,7.1,607.0,0.0,True,Snack
PEANUTS,28.0 g,571.0,25.0,42.9,25.0,3.57,10.7,750.0,0.0,True,Snack
PEANUTS,23.0 g,391.0,0.0,2.17,87.0,39.1,0.0,43.0,0.0,True,Snack
PEANUTS,30.0 g,567.0,26.7,50.0,16.7,3.33,10.0,0.0,0.0,True,Snack
PEANUTS,28.0 g,607.0,28.6,53.6,14.3,3.57,10.7,339.0,0.0,True,Snack
PEANUTS,28.0 g,571.0,25.0,50.0,17.9,3.57,7.1,357.0,0.0,True,Snack
PEANUTS,28.0 g,571.0,25.0,50.0,17.9,3.57,7.1,0.0,0.0,True,Snack
PEANUTS,28.0 g,571.0,25.0,50.0,14.3,3.57,7.1,893.0,0.0,True,Snack
PEANUTS,28.0 GRM,571.0,21.4,46.4,21.4,3.57,7.1,607.0,0.0,True,Snack
PEANUTS,28.0 g,564.0,21.4,35.7,39.3,14.3,5.4,821.0,0.0,True,Snack
PEANUTS,28.0 g,536.0,21.4,46.4,21.4,3.57,7.1,607.0,0.0,True,Snack
PEANUTS,28.0 g,571.0,25.0,46.4,17.9,3.57,7.1,375.0,0.0,True,Snack
"Oil, peanut",Not specified,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,Unspecified
"Peanuts, raw",Not specified,0.0,23.2,43.3,26.5,0.0,8.01,1.49,0.0,True,Snack
"Candies, peanut bar",Not specified,522.0,15.5,33.7,47.4,42.2,4.1,156.0,0.0,True,Unspecified
"Peanut butter, creamy",Not specified,0.0,24.0,49.4,22.7,0.0,6.32,221.0,0.0,True,Breakfast
"Peanut flour, defatted",Not specified,1370.0,52.2,0.55,34.7,8.22,15.8,180.0,0.0,True,Unspecified
"Peanuts, spanish, raw",Not specified,2390.0,26.2,49.6,15.8,0.0,9.5,22.0,0.0,True,Snack
"Peanuts, valencia, raw",Not specified,570.0,25.1,47.6,20.9,0.0,8.7,1.0,0.0,True,Snack
"Peanuts, virginia, raw",Not specified,563.0,25.2,48.8,16.5,3.95,8.5,10.0,0.0,True,Snack
"Sauce, peanut, made from coconut, water, sugar, peanuts",Not specified,179.0,2.02,6.34,28.5,18.8,1.1,319.0,0.0,True,Snack
"Sauce, peanut, made from peanut butter, water, soy sauce",Not specified,1080.0,6.31,16.0,22.0,17.1,1.8,1340.0,0.0,True,Breakfast
"Oil, corn, peanut, and olive",Not specified,884.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,True,Unspecified
"Oil, peanut, salad or cooking",Not specified,884.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,True,Lunch
"Peanut butter, reduced sodium",Not specified,590.0,24.0,49.9,21.8,9.29,6.6,203.0,0.0,True,Breakfast
"Peanut flour, low fat",Not specified,1790.0,33.8,21.9,31.3,0.0,15.8,1.0,0.0,True,Unspecified
"Peanut spread, reduced sugar",Not specified,650.0,24.8,54.9,14.2,6.35,7.8,292.0,0.0,True,Unhealthy
"Peanuts, all types, raw",Not specified,567.0,25.8,49.2,16.1,4.72,8.5,18.0,0.0,True,Snack
"Candies, confectioner's coating, peanut butter",Not specified,2210.0,18.3,29.8,46.9,38.3,5.0,250.0,1.0,True,Breakfast
"Candies, honey-combed, with peanut butter",Not specified,473.0,8.72,20.2,67.4,62.7,1.9,174.0,0.0,True,Breakfast
"Candies, milk chocolate coated peanuts",Not specified,519.0,13.1,33.5,49.7,37.6,4.7,41.0,9.0,True,Breakfast
"Candies, REESE'S Peanut Butter Cups",Not specified,2150.0,10.2,30.5,55.4,47.2,3.6,357.0,6.0,True,Breakfast
"Cookies, peanut butter sandwich, regular",Not specified,478.0,8.8,21.1,65.6,35.4,1.9,368.0,0.0,True,Breakfast
"Cookies, peanut butter, refrigerated dough",Not specified,458.0,8.2,25.0,52.1,0.0,1.1,397.0,27.0,True,Breakfast
"Peanut butter with omega-3, creamy",Not specified,608.0,24.5,54.2,17.0,3.11,6.1,356.0,0.0,True,Breakfast
"Peanut butter, chunk style, with salt",Not specified,2460.0,24.1,49.9,21.6,8.41,8.0,486.0,0.0,True,Breakfast
"Peanut butter, smooth, reduced fat",Not specified,2170.0,25.9,34.0,35.6,9.28,5.2,540.0,0.0,True,Breakfast
"Peanuts, spanish, oil-roasted, with salt",Not specified,579.0,28.0,49.0,17.4,0.0,8.9,433.0,0.0,True,Dinner
"Peanuts, valencia, oil-roasted, with salt",Not specified,589.0,27.0,51.2,16.3,0.0,8.9,772.0,0.0,True,Dinner
"Peanuts, virginia, oil-roasted, with salt",Not specified,578.0,25.9,48.6,19.9,0.0,8.9,433.0,0.0,True,Dinner
"Snacks, popcorn, caramel-coated, with peanuts",Not specified,400.0,6.4,7.8,80.7,45.4,3.8,177.0,0.0,True,Snack
"Archway Home Style Cookies, Peanut Butter",Not specified,480.0,9.0,24.3,58.5,32.6,2.8,404.0,37.0,True,Breakfast
"Candies, crispy bar with peanut butter filling",Not specified,2270.0,9.53,31.3,55.5,40.3,3.3,264.0,5.0,True,Breakfast
"Candies, NESTLE, GOOBERS Chocolate Covered Peanuts",Not specified,512.0,9.7,34.0,53.0,43.0,9.7,36.0,12.0,True,Snack
WALNUTS,28.0 g,654.0,14.3,64.3,14.3,3.57,7.1,4.0,0.0,True,Snack
WALNUTS,30.0 g,667.0,16.7,66.7,13.3,3.33,6.7,0.0,0.0,True,Snack
WALNUTS,30.0 IU,667.0,16.7,66.7,13.3,3.33,6.7,160.0,0.0,True,Snack
WALNUTS,28.0 GRM,643.0,14.3,64.3,14.3,3.57,7.1,0.0,0.0,True,Snack
WALNUTS,28.0 g,643.0,14.3,60.7,17.9,3.57,3.6,18.0,0.0,True,Snack
WALNUTS,32.0 g,656.0,15.6,65.6,12.5,3.12,6.2,0.0,0.0,True,Snack
WALNUTS,30.0 GRM,667.0,16.7,66.7,13.3,3.33,6.7,0.0,0.0,True,Snack
WALNUTS,28.0 g,643.0,14.3,64.3,14.3,3.57,7.1,0.0,0.0,True,Snack
WALNUTS,28.0 g,679.0,14.3,64.3,14.3,3.57,7.1,4.0,0.0,True,Snack
WALNUTS,33.0 g,667.0,15.2,66.7,15.2,3.03,6.1,0.0,0.0,True,Snack
WALNUTS,30.0 g,667.0,16.7,66.7,13.3,0.0,6.7,0.0,0.0,True,Snack
WALNUTS,30.0 g,700.0,16.7,66.7,13.3,0.0,10.0,0.0,0.0,True,Snack
WALNUTS,40.0 g,400.0,15.0,65.0,12.5,2.5,7.5,2.0,0.0,True,Snack
WALNUTS,28.0 g,679.0,14.3,64.3,14.3,0.0,7.1,4.0,0.0,True,Snack
WALNUTS,33.0 g,667.0,15.2,66.7,15.2,3.03,6.1,0.0,0.0,True,Snack
WALNUTS,30.0 g,667.0,16.7,66.7,13.3,3.33,6.7,0.0,0.0,True,Snack
WALNUTS,28.0 g,643.0,14.3,64.3,14.3,3.57,7.1,0.0,0.0,True,Snack
WALNUTS,34.0 g,647.0,14.7,64.7,14.7,2.94,5.9,0.0,0.0,True,Snack
WALNUTS,30.0 IU,667.0,0.0,66.7,13.3,3.33,6.7,0.0,0.0,True,Snack
WALNUTS,28.0 GRM,679.0,14.3,64.3,14.3,3.57,7.1,0.0,0.0,True,Snack
WALNUTS,28.0 GRM,643.0,14.3,64.3,14.3,3.57,7.1,0.0,0.0,True,Snack
WALNUTS,30.0 g,700.0,16.7,66.7,13.3,0.0,6.7,0.0,0.0,True,Snack
WALNUTS,28.0 g,654.0,14.3,64.3,14.3,3.57,7.1,4.0,0.0,True,Snack
WALNUTS,30.0 g,667.0,16.7,66.7,13.3,3.33,6.7,0.0,0.0,True,Snack
WALNUTS,30.0 g,717.0,16.7,66.7,10.0,0.0,10.0,0.0,0.0,True,Snack
WALNUTS,29.0 g,655.0,13.8,65.5,13.8,3.45,6.9,0.0,0.0,True,Snack
WALNUTS,30.0 g,717.0,16.7,66.7,10.0,0.0,10.0,0.0,0.0,True,Snack
WALNUTS,30.0 g,87.0,16.7,66.7,13.3,3.33,6.7,0.0,0.0,True,Snack
"Oil, walnut",Not specified,3700.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,True,Unspecified
"Nuts, walnuts, english",Not specified,2740.0,15.2,65.2,13.7,2.61,6.7,2.0,0.0,True,Snack
"Nuts, walnuts, glazed",Not specified,500.0,8.28,35.7,47.6,32.1,3.6,446.0,0.0,True,Snack
"Nuts, walnuts, black, dried",Not specified,619.0,24.1,59.3,9.58,1.1,6.8,2.0,0.0,True,Snack
"Nuts, walnuts, English, halves, raw",Not specified,0.0,14.6,69.7,10.9,0.0,5.21,0.0,0.0,True,Snack
"Nuts, walnuts, dry roasted, with salt added",Not specified,2690.0,14.3,60.7,17.9,3.57,7.1,643.0,0.0,True,Dinner
"Cereals, QUAKER, Instant Oatmeal, raisins, dates and walnuts, dry",Not specified,1550.0,8.82,6.98,72.4,30.8,6.9,516.0,0.0,True,Breakfast
"Cereals, QUAKER, oatmeal, REAL MEDLEYS, apple walnut, dry",Not specified,1630.0,8.18,10.4,70.5,29.4,7.0,356.0,0.0,True,Breakfast
"WALNUT NUGGESTS, WALNUT",28.0 g,679.0,14.3,64.3,14.3,3.57,7.1,0.0,0.0,True,Unspecified
"WALNUT TOPPING, WALNUT",28.0 GRM,679.0,14.3,64.3,14.3,0.0,7.1,0.0,0.0,True,Unspecified
"WALNUT TOPPING, WALNUT",16.0 GRM,625.0,12.5,62.5,12.5,0.0,6.2,0.0,0.0,True,Unspecified
"WALNUTS IN SYRUP, WALNUTS",36.0 g,417.0,5.56,22.2,52.8,41.7,2.8,0.0,0.0,True,Snack
WALNUT,29.0 g,483.0,10.3,37.9,37.9,27.6,6.9,52.0,17.0,True,Unspecified
WALNUT,30.0 g,667.0,16.7,66.7,13.3,3.33,6.7,0.0,0.0,True,Unspecified
"WALNUT BROWNIE MIX, WALNUT",31.0 g,419.0,6.45,9.68,80.6,51.6,3.2,323.0,0.0,True,Unspecified
"WALNUT HALVES & PIECES, WALNUT",30.0 g,700.0,16.7,66.7,10.0,0.0,10.0,0.0,0.0,True,Unspecified
"WALNUT LADIES FINGER, WALNUT",28.0 g,199.0,3.57,7.14,10.7,10.7,0.0,75.0,0.0,True,Unspecified
"WALNUT PIE CRUST, WALNUT",21.0 GRM,571.0,9.52,38.1,42.9,14.3,4.8,381.0,0.0,True,Unspecified
"WALNUT PROTEIN BREAD, WALNUT",50.0 GRM,260.0,18.0,12.0,28.0,2.0,16.0,460.0,0.0,True,Breakfast
"WALNUT STICKY BUNS, WALNUT",57.0 g,404.0,5.26,21.0,47.4,22.8,1.8,281.0,9.0,True,Unspecified
"WALNUT SUPERFOOD BITES, WALNUT",32.0 GRM,375.0,6.25,15.6,62.5,50.0,6.2,0.0,0.0,True,Unspecified
"WALNUT TRUFFLE BROWNIE, WALNUT",64.0 g,656.0,7.81,35.9,76.6,54.7,6.2,164.0,141.0,True,Unspecified
PISTACHIOS,28.0 g,536.0,17.9,42.9,28.6,7.14,10.7,571.0,0.0,True,Unspecified
PISTACHIOS,28.0 GRM,536.0,21.4,46.4,28.6,7.14,10.7,0.0,0.0,True,Unspecified
PISTACHIOS,30.0 GRM,533.0,20.0,46.7,26.7,6.67,10.0,0.0,0.0,True,Unspecified
PISTACHIOS,60.0 g,267.0,10.0,21.7,13.3,3.33,5.0,192.0,0.0,True,Unspecified
PISTACHIOS,30.0 g,567.0,20.0,46.7,26.7,6.67,10.0,533.0,0.0,True,Unspecified
PISTACHIOS,35.0 g,286.0,11.4,25.7,14.3,2.86,5.7,286.0,0.0,True,Unspecified
PISTACHIOS,30.0 g,533.0,20.0,43.3,30.0,6.67,10.0,400.0,0.0,True,Unspecified
PISTACHIOS,30.0 MG,567.0,20.0,43.3,30.0,6.67,10.0,383.0,0.0,True,Unspecified
PISTACHIOS,14.0 g,571.0,21.4,42.9,28.6,7.14,7.1,429.0,0.0,True,Unspecified
PISTACHIOS,28.0 GRM,607.0,21.4,46.4,28.6,7.14,10.7,571.0,0.0,True,Unspecified
PISTACHIOS,30.0 MG,567.0,20.0,43.3,30.0,6.67,10.0,383.0,0.0,True,Unspecified
PISTACHIOS,28.350000381469727 GRM,564.0,21.2,45.9,28.2,7.05,10.6,423.0,0.0,True,Unspecified
PISTACHIOS,30.0 g,567.0,20.0,46.7,26.7,6.67,10.0,233.0,0.0,True,Unspecified
"Nuts, pistachio nuts, raw",Not specified,2340.0,20.2,45.3,27.2,7.66,10.6,1.0,0.0,True,Snack
"Nuts, pistachio nuts, raw",Not specified,0.0,20.5,45.0,27.7,0.0,6.97,0.0,0.0,True,Snack
"Yachtwurst, with pistachio nuts, cooked",Not specified,1120.0,14.8,22.6,1.4,0.0,0.0,936.0,64.0,True,Snack
"Nuts, pistachio nuts, dry roasted, with salt added",Not specified,2380.0,21.0,45.8,27.6,7.74,10.3,428.0,0.0,True,Dinner
"Cereals, QUAKER, oatmeal, REAL MEDLEYS, cherry pistachio, dry",Not specified,394.0,12.0,11.0,66.7,26.3,7.1,181.0,1.0,True,Breakfast
"Nuts, pistachio nuts, dry roasted, without salt added",Not specified,572.0,21.0,45.8,28.3,7.74,10.3,6.0,0.0,True,Dinner
"Nuts, mixed nuts, dry roasted, with peanuts, salt added, PLANTERS pistachio blend",Not specified,572.0,23.3,47.5,23.1,4.45,8.1,232.0,0.0,True,Dinner
"PISTACHIO PISTACHIO ICE CREAM WITH LIGHTLY ROASTED PISTACHIOS, PISTACHIO PISTACHIO",144.0 GRM,264.0,5.56,18.1,20.8,18.8,0.7,73.0,62.0,True,Dinner
"PISTACHIO GELATO WITH PISTACHIO PIECES, PISTACHIO",65.0 GRM,231.0,4.62,10.8,29.2,23.1,1.5,77.0,31.0,True,Unspecified
"GELATO PISTACHIO, PISTACHIO",70.0 g,214.0,4.29,11.4,22.9,17.1,1.4,29.0,29.0,True,Unspecified
"PISTACHIO BUTTER, PISTACHIO",32.0 GRM,625.0,12.5,53.1,31.2,18.8,9.4,0.0,0.0,True,Breakfast
"PISTACHIO CANNOLI, PISTACHIO",24.0 GRM,583.0,8.33,41.7,45.8,25.0,4.2,167.0,21.0,True,Unspecified
"PISTACHIO DELIGHT, PISTACHIO",106.0 g,170.0,0.94,4.72,32.1,27.4,0.9,151.0,0.0,True,Unspecified
"PISTACHIO DELIGHT, PISTACHIO",110.0 g,136.0,0.91,3.64,26.4,22.7,0.9,136.0,0.0,True,Unspecified
"PISTACHIO GELATO, PISTACHIO",100.0 GRM,220.0,3.0,11.0,26.0,24.0,1.0,45.0,5.0,True,Unspecified
"PISTACHIO GELATO, PISTACHIO",107.0 g,206.0,4.67,9.35,26.2,23.4,0.9,74800.0,23400.0,True,Unspecified
"PISTACHIO GELATO, PISTACHIO",106.0 g,189.0,4.72,10.4,26.4,20.8,5.7,52.0,9.0,True,Unspecified
"PISTACHIO GELATO, PISTACHIO",118.0 ml,144.0,4.24,6.78,16.1,14.4,0.8,51.0,38.0,True,Unspecified
"PISTACHIO GELATO, PISTACHIO",84.0 g,214.0,2.38,10.7,25.0,0.0,0.0,30.0,24.0,True,Unspecified
"PISTACHIO HALVA, PISTACHIO",32.0 g,494.0,9.38,28.1,46.9,37.5,0.0,109.0,0.0,True,Unspecified
"PISTACHIO MUFFIN, PISTACHIO",113.0 g,381.0,4.42,22.1,42.5,24.8,0.9,257.0,58.0,True,Unspecified
"PISTACHIO MUFFIN, PISTACHIO",160.0 g,369.0,3.75,12.5,60.0,40.0,0.0,284.0,44.0,True,Unspecified
"PISTACHIO NUTS, PISTACHIO",30.0 GRM,567.0,20.0,46.7,26.7,6.67,10.0,433.0,0.0,True,Snack
"PISTACHIO SHORTBREAD, PISTACHIO",23.0 g,522.0,8.7,30.4,50.9,18.3,1.7,335.0,74.0,True,Breakfast
"PISTACHIO FROZEN YOGURT WITH PISTACHIO PIECES, PISTACHIO",96.0 g,146.0,5.21,4.17,20.8,16.7,1.0,99.0,10.0,True,Breakfast
"PISTACHIO ICE CREAM WITH ROASTED PISTACHIOS, PISTACHIO",90.0 g,211.0,4.44,12.2,22.2,18.9,1.1,72.0,39.0,True,Dinner
PISTACHIO,30.0 g,567.0,20.0,46.7,26.7,6.67,10.0,383.0,0.0,True,Unspecified
PISTACHIO,128.0 GRM,191.0,4.69,9.38,23.4,23.4,0.2,119.0,22.0,True,Unspecified
PISTACHIOS ,30.0 g,567.0,20.0,43.3,30.0,6.67,10.0,533.0,0.0,True,Unspecified
GO PISTACHIO! PISTACHIOS IN THE SHALL,30.0 g,567.0,20.0,46.7,30.0,6.67,10.0,0.0,0.0,True,Unspecified
"FINE CHOCOLATE WITH PISTACHIOS, PISTACHIOS",30.0 g,567.0,10.0,33.3,53.3,46.7,3.3,83.0,0.0,True,Unhealthy
"FINE CHOCOLATE WITH PISTACHIOS, PISTACHIOS",40.0 g,550.0,7.5,35.0,50.0,37.5,2.5,138.0,12.0,True,Unhealthy
"FINE CHOCOLATE WITH PISTACHIOS, PISTACHIOS",30.0 g,567.0,10.0,33.3,53.3,46.7,3.3,83.0,0.0,True,Unhealthy
"FINE CHOCOLATE WITH PISTACHIOS, PISTACHIOS",30.0 g,567.0,10.0,33.3,53.3,46.7,3.3,83.0,0.0,True,Unhealthy
"FINE CHOCOLATE WITH PISTACHIOS, PISTACHIOS",30.0 g,567.0,10.0,33.3,53.3,46.7,3.3,83.0,0.0,True,Unhealthy
"FINE CHOCOLATE WITH PISTACHIOS, PISTACHIOS",33.0 GRM,545.0,9.09,36.4,51.5,48.5,3.0,76.0,15.0,True,Unhealthy
"ISLAND PISTACHIO GRANOLA, PISTACHIO",55.0 GRM,436.0,7.27,20.0,60.0,27.3,5.5,191.0,0.0,True,Unspecified
FLAX SEEDS,40.0 g,500.0,20.0,35.0,35.0,0.0,27.5,38.0,0.0,True,Unspecified
FLAX SEEDS,28.0 g,536.0,17.9,42.9,28.6,0.0,28.6,14.0,0.0,True,Unspecified
FLAX SEEDS,30.0 GRM,500.0,16.7,40.0,26.7,0.0,26.7,27.0,0.0,True,Unspecified
FLAX SEEDS,31.0 g,548.0,19.4,41.9,29.0,0.0,25.8,32.0,0.0,True,Unspecified
FLAX SEEDS,28.0 g,354.0,0.0,42.9,28.6,0.0,28.6,29.0,0.0,True,Unspecified
FLAX SEEDS,30.0 g,533.0,16.7,40.0,30.0,0.0,26.7,33.0,0.0,True,Unspecified
FLAX SEEDS,30.0 GRM,567.0,16.7,43.3,30.0,0.0,26.7,33.0,0.0,True,Unspecified
FLAX SEEDS,24.0 g,542.0,16.7,41.7,29.2,0.0,29.2,21.0,0.0,True,Unspecified
"Seeds, breadfruit seeds, boiled",Not specified,168.0,5.3,2.3,32.0,0.0,4.8,23.0,0.0,True,Breakfast
"Seeds, breadfruit seeds, raw",Not specified,191.0,7.4,5.59,29.2,0.0,5.2,25.0,0.0,True,Breakfast
"Seeds, breadfruit seeds, roasted",Not specified,207.0,6.2,2.7,40.1,0.0,6.0,28.0,0.0,True,Breakfast
"Seeds, chia seeds, dried",Not specified,486.0,16.5,30.7,42.1,0.0,34.4,16.0,0.0,True,Unspecified
"Seeds, hemp seed, hulled",Not specified,553.0,31.6,48.8,8.67,1.5,4.0,5.0,0.0,True,Unspecified
"Seeds, lotus seeds, dried",Not specified,332.0,15.4,1.97,64.5,0.0,0.0,5.0,0.0,True,Unspecified
"Seeds, lotus seeds, raw",Not specified,89.0,4.13,0.53,17.3,0.0,0.0,1.0,0.0,True,Unspecified
"Seeds, breadnut tree seeds, dried",Not specified,367.0,8.62,1.68,79.4,0.0,14.9,53.0,0.0,True,Breakfast
"Seeds, breadnut tree seeds, raw",Not specified,217.0,5.97,0.99,46.3,0.0,0.0,31.0,0.0,True,Breakfast
"Seeds, pumpkin seeds (pepitas), raw",Not specified,0.0,29.9,40.0,18.7,0.0,5.08,0.0,0.0,True,Lunch
"Seeds, safflower seed kernels, dried",Not specified,517.0,16.2,38.4,34.3,0.0,0.0,3.0,0.0,True,Unspecified
"Seeds, sesame seeds, whole, dried",Not specified,573.0,17.7,49.7,23.4,0.3,11.8,11.0,0.0,True,Unspecified
"Seeds, sunflower seed kernels, dried",Not specified,584.0,20.8,51.5,20.0,2.62,8.6,9.0,0.0,True,Unspecified
"Seeds, sunflower seed, kernel, raw",Not specified,0.0,18.9,48.4,24.5,0.0,7.22,0.0,0.0,True,Unspecified
"Seeds, watermelon seed kernels, dried",Not specified,557.0,28.3,47.4,15.3,0.0,0.0,99.0,0.0,True,Unspecified
"Raisins, seeded",Not specified,296.0,2.52,0.54,78.5,0.0,6.8,28.0,0.0,True,Unspecified
"Seeds, flaxseed",Not specified,2230.0,18.3,42.2,28.9,1.55,27.3,30.0,0.0,True,Unspecified
"Seeds, pumpkin and squash seed kernels, dried",Not specified,2340.0,30.2,49.0,10.7,1.4,6.0,7.0,0.0,True,Unspecified
"Seeds, safflower seed meal, partially defatted",Not specified,342.0,35.6,2.39,48.7,0.0,0.0,3.0,0.0,True,Unspecified
"Seeds, sesame seed kernels, dried (decorticated)",Not specified,631.0,20.4,61.2,11.7,0.48,11.6,47.0,0.0,True,Unspecified
"Seeds, sesame seeds, whole, roasted and toasted",Not specified,565.0,17.0,48.0,25.7,0.0,14.0,11.0,0.0,True,Breakfast
"Seeds, sisymbrium sp. seeds, whole, dried",Not specified,318.0,12.1,4.6,58.3,0.0,0.0,92.0,0.0,True,Unspecified
"Seeds, sunflower seed butter, without salt",Not specified,617.0,17.3,55.2,23.3,10.5,5.7,3.0,0.0,True,Breakfast
"Seeds, sunflower seed flour, partially defatted",Not specified,326.0,48.1,1.61,35.8,0.0,5.2,3.0,0.0,True,Unspecified
"Seeds, sunflower seed kernels, toasted, with salt added",Not specified,619.0,17.2,56.8,20.6,0.0,11.5,613.0,0.0,True,Breakfast
"Seeds, sunflower seed kernels, toasted, without salt",Not specified,619.0,17.2,56.8,20.6,0.0,11.5,3.0,0.0,True,Breakfast
"Raspberries, puree, with seeds",Not specified,230.0,1.1,0.97,11.5,6.56,4.3,4.0,0.0,True,Unspecified
"Spices, anise seed",Not specified,1410.0,17.6,15.9,50.0,0.0,14.6,16.0,0.0,True,Unspecified
"Spices, caraway seed",Not specified,1390.0,19.8,14.6,49.9,0.64,38.0,17.0,0.0,True,Unspecified
"Spices, celery seed",Not specified,1640.0,18.1,25.3,41.4,0.67,11.8,160.0,0.0,True,Unspecified
"Spices, coriander seed",Not specified,1240.0,12.4,17.8,55.0,0.0,41.9,35.0,0.0,True,Unspecified
"Spices, cumin seed",Not specified,1570.0,17.8,22.3,44.2,2.25,10.5,168.0,0.0,True,Unspecified
"Spices, dill seed",Not specified,1280.0,16.0,14.5,55.2,0.0,21.1,20.0,0.0,True,Unspecified
"Spices, fennel seed",Not specified,1440.0,15.8,14.9,52.3,0.0,39.8,88.0,0.0,True,Unspecified
"Spices, fenugreek seed",Not specified,323.0,23.0,6.41,58.4,0.0,24.6,67.0,0.0,True,Unspecified
"Spices, poppy seed",Not specified,525.0,18.0,41.6,28.1,2.99,19.5,26.0,0.0,True,Unspecified
"Lima beans, thin seeded (baby), mature seeds, raw",Not specified,335.0,20.6,0.93,62.8,8.32,20.6,13.0,0.0,True,Unspecified
"Seeds, pumpkin and squash seed kernels, roasted, with salt added",Not specified,574.0,29.8,49.0,14.7,1.29,6.5,256.0,0.0,True,Dinner
"Seeds, pumpkin and squash seed kernels, roasted, without salt",Not specified,574.0,29.8,49.0,14.7,1.29,6.5,18.0,0.0,True,Dinner
"Seeds, pumpkin and squash seeds, whole, roasted, with salt added",Not specified,446.0,18.6,19.4,53.8,0.0,18.4,2540.0,0.0,True,Dinner
"Seeds, pumpkin and squash seeds, whole, roasted, without salt",Not specified,446.0,18.6,19.4,53.8,0.0,18.4,18.0,0.0,True,Dinner
"Seeds, sesame seed kernels, toasted, with salt added (decorticated)",Not specified,567.0,17.0,48.0,26.0,0.48,16.9,588.0,0.0,True,Breakfast
CHIA SEEDS,28.0 g,500.0,17.9,32.1,42.9,3.57,35.7,0.0,0.0,True,Unspecified
CHIA SEEDS,42.0 g,476.0,16.7,31.0,42.9,0.0,33.3,12.0,0.0,True,Unspecified
CHIA SEEDS,28.0 g,489.0,14.3,32.1,50.0,0.0,39.3,18.0,0.0,True,Unspecified
CHIA SEEDS,36.0 g,500.0,16.7,30.6,44.4,0.0,38.9,14.0,0.0,True,Unspecified
CHIA SEEDS,30.0 g,500.0,16.7,30.0,43.3,0.0,33.3,0.0,0.0,True,Unspecified
CHIA SEEDS,13.0 g,462.0,15.4,30.8,38.5,0.0,30.8,0.0,0.0,True,Unspecified
CHIA SEEDS,12.0 g,500.0,16.7,33.3,41.7,0.0,41.7,0.0,0.0,True,Unspecified
CHIA SEEDS,30.0 g,500.0,16.7,30.0,43.3,0.0,33.3,0.0,0.0,True,Unspecified
CHIA SEEDS,12.0 g,500.0,16.7,29.2,41.7,0.0,33.3,0.0,0.0,True,Unspecified
CHIA SEEDS,28.0 GRM,489.0,14.3,32.1,42.9,0.0,39.3,18.0,0.0,True,Unspecified
CHIA SEEDS,15.0 g,400.0,26.7,33.3,6.67,0.0,26.7,0.0,0.0,True,Unspecified
CHIA SEEDS,30.0 g,500.0,16.7,30.0,43.3,0.0,33.3,0.0,0.0,True,Unspecified
