item_name,serving_size,calories_(kcal),protein_(g),total_fat_(g),carbohydrates_(g),sugar_(g),fiber_(g),sodium_(mg),cholesterol_(mg),pakistani,meal_type
SEEKH KEBAB MASALA SPIC MIX,7.0 g,429.0,14.3,14.3,57.1,0.0,28.6,12900.0,0.0,True,Lunch
"BAKED, THIN CRUST AFGHANI STYLE FLAT BREAD FILLED WITH TRADITIONAL VEGETARIAN BUTTERNUT SQUASH MIX., BUTTERNUT SQUASH",51.0 g,343.0,7.65,12.8,49.0,7.65,3.7,510.0,0.0,True,Breakfast
PUMPKIN - FILLED FLATBREAD,85.0 GRM,208.0,4.71,7.65,29.4,4.71,2.4,367.0,0.0,True,Breakfast
HALEEM MIX,63.0 g,349.0,12.7,2.38,68.2,0.0,12.7,2540.0,0.0,True,Dinner
QUICK COOK HALEEM SPICE & LENTIL MIX,70.0 g,286.0,14.3,2.86,65.7,2.14,18.6,2740.0,0.0,True,Dinner
SPICE MIX FOR DELHI NIHARI,9.0 g,278.0,22.2,16.7,44.4,0.0,22.2,10300.0,0.0,True,Breakfast
QEEMA MASALA,8.0 g,500.0,12.5,18.8,37.5,0.0,12.5,10600.0,0.0,True,Dinner
ALOO PARATHA,100.0 g,230.0,5.0,7.0,37.0,0.0,3.0,520.0,0.0,True,Breakfast
"AMAN, PARATHA",65.0 g,354.0,6.15,16.9,43.1,3.08,3.1,508.0,0.0,True,Breakfast
PANDAN PARATHA,125.0 g,288.0,5.6,6.4,52.0,10.4,2.4,278.0,0.0,True,Breakfast
PUFF PLAIN PARATHA,80.0 g,312.0,5.0,12.5,46.2,0.0,1.2,514.0,0.0,True,Breakfast
ALOO PARATHA STUFFED INDIAN BREAD,100.0 g,240.0,5.0,9.0,35.0,0.0,3.0,490.0,0.0,True,Breakfast
"AMAN, WHOLE WHEAT FATIRA PARATHA",65.0 g,292.0,7.69,10.8,44.6,4.62,10.8,369.0,0.0,True,Breakfast
"ALOO CURRY CHICKPEAS & POTATOES IN TOMATO SAUCE SEASONED WITH INDIAN-INSPIRED SPICES, ALOO",142.0 GRM,70.0,2.11,2.11,12.0,1.41,2.1,317.0,0.0,True,Lunch
"ALOO GOBHI CURRY WITH SAFFRON RICE, MEDIUM",227.0 g,88.0,1.76,2.64,15.0,0.44,1.3,304.0,0.0,True,Lunch
DICED POTATO AND PEA CURRY ALOO MUTTER,125.0 GRM,88.0,2.4,4.8,8.8,4.0,2.4,384.0,0.0,True,Lunch
"POTATOES & PEAS ALOO MATAR CURRY, POTATOES & PEAS",143.0 GRM,77.0,1.4,4.2,8.39,2.1,2.1,329.0,0.0,True,Lunch
CHICKEN KORMA,140.0 g,136.0,14.3,5.71,5.0,2.86,0.7,314.0,43.0,True,Lunch
"CHICKEN KORMA SIMMER SAUCE, CHICKEN KORMA",120.0 g,158.0,1.67,10.8,11.7,5.83,1.7,350.0,0.0,True,Lunch
"CHICKEN KORMA SIMMER SAUCE, CHICKEN KORMA",125.0 g,72.0,4.0,7.2,10.4,6.4,1.6,528.0,0.0,True,Lunch
"SUSHI RICE, SUSHI",62.0 GRM,355.0,6.45,0.81,79.0,0.0,0.0,0.0,0.0,False,Lunch
"SUSHI RICE, SUSHI",45.0 g,356.0,6.67,0.0,80.0,0.0,0.0,0.0,0.0,False,Lunch
"SUSHI SEASONING, SUSHI",15.0 ml,133.0,0.0,0.0,33.3,26.7,0.0,3330.0,0.0,False,Dinner
"SUSHI SEASONING, SUSHI",15.0 ml,233.0,0.0,0.0,60.0,46.7,0.0,4270.0,0.0,False,Dinner
"SUSHI WASABI, SUSHI",5.0 GRM,200.0,0.0,0.0,40.0,40.0,0.0,2000.0,0.0,False,Dinner
"HISSHO SUSHI, GARI SUSHI GINGER",28.0 g,71.0,0.0,0.0,17.9,0.0,3.6,1210.0,0.0,False,Dinner
"SUSHI CALIFORNIA ORGANIC RICE, SUSHI",45.0 g,356.0,6.67,0.0,80.0,0.0,2.2,0.0,0.0,False,Lunch
"SUSHI CALIFORNIA ORGANIC RICE, SUSHI",45.0 GRM,356.0,6.67,0.0,80.0,0.0,2.2,0.0,0.0,False,Lunch
"SUSHI CHEF, PREMIUM SUSHI RICE",53.0 g,340.0,5.66,0.0,79.2,0.0,0.0,0.0,0.0,False,Lunch
"SUSHI GINGER PICKLED, SUSHI GINGER",15.0 g,33.0,0.0,0.0,6.67,6.67,0.0,367.0,0.0,False,Dinner
"SUSHI SHORT GRAIN RICE, SUSHI",45.0 g,356.0,6.67,0.0,80.0,0.0,0.0,0.0,0.0,False,Lunch
"UNAGI SUSHI SAUCE, UNAGI SUSHI",20.0 g,200.0,5.0,0.0,50.0,45.0,0.0,3550.0,0.0,False,Dinner
INARI SUSHI,227.0 g,167.0,3.96,3.52,27.8,3.52,0.0,242.0,0.0,False,Dinner
NIGIRI SUSHI,255.0 g,165.0,7.06,2.75,27.4,1.96,0.0,294.0,35.0,False,Dinner
SUSHI BURRITO,340.0 g,159.0,5.29,4.71,24.1,7.06,2.4,600.0,10.0,False,Dinner
SUSHI COMBO,397.0 g,166.0,6.55,4.79,22.7,1.76,0.8,252.0,16.0,False,Dinner
SUSHI NORI,2.200000047683716 g,455.0,45.4,0.0,45.4,0.0,45.5,682.0,0.0,False,Dinner
SUSHI SAUCE,19.0 g,211.0,5.26,0.0,47.4,42.1,0.0,2000.0,0.0,False,Dinner
SUSHI SAUCE,19.0 GRM,211.0,0.0,0.0,52.6,47.4,0.0,1260.0,0.0,False,Dinner
SUSHI SEASONING,15.0 ml,233.0,0.0,0.0,60.0,46.7,0.0,4270.0,0.0,False,Dinner
SUSHI WASABI,4.5 g,222.0,0.0,0.0,22.2,22.2,0.0,1330.0,0.0,False,Dinner
SUSHI WASABI,4.5 g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,Dinner
"SUSHI, GINGER",28.0 g,0.0,0.0,0.0,3.57,0.0,0.0,1070.0,0.0,False,Dinner
VEGETABLE SUSHI,312.0 g,67.0,2.88,2.88,8.33,0.64,1.0,13.0,0.0,False,Lunch
"SPECIALTY, SUSHI MEDIUM GRAIN RICE, SUSHI",45.0 GRM,356.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,False,Lunch
"SUPER SUSHI SET WR, SUPER SUSHI",253.0 g,155.0,8.3,2.77,24.5,5.14,1.2,342.0,19.0,False,Dinner
"SUSHI & SASHIMI SOY SAUCE, SUSHI & SASHIMI",18.0 g,83.0,11.1,0.0,11.1,5.56,0.0,4830.0,0.0,False,Dinner
"SUSHI CHEF, SEASONED RICE SUSHI VINEGAR",15.0 ml,133.0,0.0,0.0,40.0,40.0,0.0,3800.0,0.0,False,Lunch
"CRISPY SUSHI RICE PATTIES, CRISPY SUSHI RICE",48.0 g,271.0,4.17,12.5,35.4,4.17,0.0,177.0,0.0,False,Lunch
"SNACK SUSHI A AVOCADO, CUCUMBER & CARROT WITH SUSHI RICE",156.0 g,77.0,3.21,0.96,0.0,4.49,3.8,154.0,10.0,False,Lunch
"SUSHI NORI FULL SEAWEED SHEETS, SUSHI NORI",2.799999952316284 g,179.0,35.7,0.0,35.7,0.0,35.7,0.0,179.0,False,Dinner
ORGANIC SUSHI RICE,45.0 g,356.0,6.67,3.33,75.6,0.0,0.0,11.0,0.0,False,Lunch
EBI SUSHI SHRIMP,84.0 g,71.0,14.3,1.19,1.19,0.0,0.0,571.0,131.0,False,Dinner
KICKIN' KANPACHI SUSHI,90.0 GRM,133.0,6.67,5.0,22.2,4.44,1.1,567.0,11.0,False,Dinner
"MIZKAN, SUSHI SEASONING",15.0 ml,133.0,0.0,0.0,33.3,26.7,0.0,3330.0,0.0,False,Dinner
PICKLED SUSHI GINGER,5.0 g,100.0,0.0,0.0,20.0,0.0,0.0,200.0,0.0,False,Dinner
POWDERED SUSHI FLAVORING,5.0 g,300.0,0.0,0.0,80.0,60.0,0.0,9200.0,0.0,False,Dinner
QUICK SUSHI MIX,107.5 g,65.0,2.79,7.44,15.8,11.2,2.8,502.0,5.0,False,Dinner
SALMON SUSHI SAMPLER,234.0 g,177.0,7.69,5.13,25.2,5.13,1.3,324.0,15.0,False,Dinner
SPRING ROLL SUSHI,100.0 g,150.0,3.0,3.0,28.0,11.0,1.0,570.0,5.0,False,Dinner
SUSHI COMBO D,140.0 g,129.0,8.57,1.07,19.3,3.57,0.0,379.0,14.0,False,Dinner
SUSHI GINGER GARI,28.0 g,107.0,0.0,0.0,28.6,21.4,0.0,500.0,0.0,False,Dinner
SUSHI PARTY TRAY,90.0 g,167.0,3.33,4.44,26.7,3.33,0.0,500.0,6.0,False,Dinner
SUSHI SOY SAUCE,15.0 ml,133.0,6.67,0.0,26.7,20.0,0.0,5670.0,0.0,False,Dinner
SUSHI UNAGI SAUCE,20.0 g,200.0,5.0,0.0,50.0,45.0,0.0,3550.0,0.0,False,Dinner
TOASTED SUSHI NORI,2.5 g,200.0,40.0,0.0,40.0,0.0,40.0,120.0,0.0,False,Breakfast
TUNA SUSHI COMBO,380.0 g,134.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,Dinner
WHITE SUSHI GINGER,28.0 g,0.0,0.0,0.0,3.57,0.0,3.6,786.0,0.0,False,Dinner
OG CALIFORNIA SUSHI RICE,45.0 GRM,356.0,6.67,0.0,80.0,0.0,2.2,0.0,0.0,False,Lunch
ORGANIC CALIFORNIA SUSHI RICE,45.0 g,356.0,11.1,2.22,77.8,0.0,2.2,0.0,0.0,False,Lunch
RAMEN,55.0 g,327.0,12.7,2.73,63.6,5.45,3.6,1360.0,0.0,False,Dinner
"RAMEN BROTH, RAMEN",245.0 g,12.0,0.82,0.82,1.63,0.0,0.4,339.0,0.0,False,Dinner
"RAMEN BROTH, RAMEN",245.0 g,6.0,0.0,0.0,1.22,0.82,0.0,216.0,0.0,False,Dinner
"RAMEN SHOYU, RAMEN",109.0 GRM,294.0,10.1,1.83,58.7,2.75,1.8,1570.0,0.0,False,Dinner
"RAMEN BROTH MISO, RAMEN",30.0 MLT,200.0,3.33,5.0,13.3,10.0,0.0,3030.0,0.0,False,Dinner
"RAMEN ORGANIC BROTH, RAMEN",240.0 ml,10.0,0.42,0.42,1.25,0.42,0.4,221.0,0.0,False,Dinner
"MISO RAMEN JAPANESE RAMEN NOODLE SOUP, MISO RAMEN",110.0 GRM,291.0,10.9,0.91,60.0,2.73,2.7,2310.0,0.0,False,Lunch
"CHICKEN RAMEN NOODLES, CHICKEN RAMEN",65.0 g,372.0,13.8,3.69,72.3,16.9,4.6,1960.0,0.0,False,Lunch
"GINGER RAMEN SALAD, GINGER RAMEN",85.0 GRM,188.0,2.35,10.6,20.0,5.88,1.2,329.0,0.0,False,Lunch
"RAMEN TOKYO STYLE CHICKEN, RAMEN",99.0 GRM,152.0,5.05,2.53,26.3,2.02,2.0,1080.0,0.0,False,Dinner
"SPICY RAMEN BROTH, SPICY RAMEN",177.0 MLT,25.0,0.56,0.0,5.65,1.69,0.6,175.0,0.0,False,Dinner
"TRADITIONAL RAMEN BROTH, TRADITIONAL RAMEN",177.0 MLT,25.0,1.13,0.0,4.52,1.69,0.6,215.0,0.0,False,Dinner
PORK RAMEN,340.0 g,56.0,4.71,1.32,6.47,1.47,0.6,356.0,9.0,False,Dinner
RAMEN BOWL,43.0 g,442.0,9.3,18.6,60.5,2.33,2.3,2210.0,12.0,False,Dinner
RAMEN NOODLES,64.0 g,469.0,9.38,21.9,57.8,3.12,1.6,1720.0,0.0,False,Lunch
RAMEN NOODLES,83.0 GRM,361.0,13.2,1.2,75.9,2.41,3.6,361.0,0.0,False,Lunch
RAMEN NOODLES,140.0 g,264.0,9.29,0.71,54.3,1.43,2.1,607.0,0.0,False,Lunch
RAMEN WITH CHICKEN,312.0 g,163.0,8.65,7.05,16.0,1.6,3.2,952.0,21.0,False,Dinner
"KIMCHI RAMEN NOODLE SOUP, KIMCHI RAMEN",70.0 GRM,343.0,7.14,15.7,44.3,2.86,1.4,1640.0,0.0,False,Lunch
"LANZHOU RAMEN ORGANIC NOODLE, LANZHOU RAMEN",57.0 GRM,316.0,10.5,1.75,61.4,0.0,0.0,1160.0,0.0,False,Dinner
"RAMEN SOUP STARTER CHICKEN BROTH, RAMEN",245.0 GRM,8.0,0.41,0.2,0.82,0.82,0.1,310.0,0.0,False,Lunch
"RAMEN SOUP STARTER CHICKEN BROTH, RAMEN",240.0 MLT,8.0,0.42,0.21,0.83,0.83,0.0,308.0,0.0,False,Lunch
"RAMEN STYLE CHINESE NOODLES, RAMEN STYLE",55.0 g,364.0,12.7,0.91,76.4,1.82,3.6,45.0,0.0,False,Lunch
"SHIO RAMEN BROTH BOMB, SHIO RAMEN",15.0 MLT,67.0,0.0,0.0,13.3,13.3,0.0,5270.0,0.0,False,Dinner
"SHIO RAMEN BROTH CONCENTRATE, SHIO RAMEN",15.0 MLT,67.0,0.0,0.0,13.3,6.67,0.0,4670.0,0.0,False,Dinner
"RAMEN BONE BROTH INSTANT BEVERAGE MIX, RAMEN",15.0 GRM,333.0,66.7,0.0,20.0,0.0,13.3,4070.0,0.0,False,Dinner
"RAMEN NOODLE FLAVOR HALVES & PIECES, RAMEN NOODLE",30.0 g,600.0,16.7,46.7,0.0,6.67,3.3,667.0,0.0,False,Dinner
"SPICY CHICKEN RAMEN SOUP, CHICKEN RAMEN SOUP",50.0 g,420.0,16.0,12.0,62.0,2.0,2.0,1620.0,10.0,False,Lunch
"TERIYAKI RAMEN STIR FRY KIT, TERIYAKI RAMEN",184.0 g,245.0,9.24,0.54,49.5,5.43,1.1,739.0,0.0,False,Dinner
"VEGETARIAN MISO RAMEN SOUP, VEGETARIAN MISO RAMEN",48.0 g,417.0,14.6,8.33,68.8,4.17,2.1,1770.0,0.0,False,Lunch
RAMEN NOODLE BOWL,305.0 g,79.0,2.95,1.31,13.4,1.31,0.3,410.0,0.0,False,Dinner
"BEEF RAMEN, BEEF",43.0 g,442.0,9.3,16.3,62.8,2.33,2.3,1670.0,0.0,False,Dinner
"BUCKWHEAT PASTA, RAMEN",70.0 g,343.0,11.4,2.86,65.7,1.43,8.6,0.0,0.0,False,Lunch
"CHICKEN RAMEN, CHICKEN",43.0 g,442.0,9.3,16.3,62.8,2.33,2.3,1770.0,0.0,False,Dinner
CHINESE NOODLES RAMEN,54.0 GRM,370.0,11.1,0.0,79.6,0.0,0.0,102.0,0.0,False,Lunch
"KIMCHI RAMEN, KIMCHI",115.0 g,426.0,7.83,15.6,63.5,1.74,3.5,1830.0,0.0,False,Dinner
"MILLET PASTA, RAMEN",70.0 g,357.0,11.4,2.86,68.6,1.43,2.9,0.0,0.0,False,Lunch
"MISO RAMEN, MISO",113.0 GRM,168.0,4.42,4.42,28.3,4.42,1.8,1310.0,0.0,False,Dinner
"MISO RAMEN, MISO",266.0 GRM,154.0,6.02,3.38,24.1,2.63,1.5,684.0,6.0,False,Dinner
ORGANIC RAMEN NOODLES,60.0 GRM,333.0,10.0,3.33,66.7,1.67,1.7,717.0,0.0,False,Lunch
"ORGANIC RAMEN, MISO",116.0 GRM,310.0,11.2,2.59,60.3,2.59,1.7,1640.0,0.0,False,Dinner
RAMEN NOODLE SOUP,54.0 g,333.0,7.41,5.56,61.1,0.0,1.9,2020.0,0.0,False,Lunch
RAMEN NOODLE SOUP,43.0 g,442.0,11.6,16.3,60.5,2.33,2.3,1190.0,0.0,False,Lunch
RAMEN NOODLE SOUP,47.0 GRM,468.0,8.51,23.4,57.4,4.26,4.3,1740.0,0.0,False,Lunch
RAMEN NOODLE SOUP,42.0 g,452.0,11.9,16.7,61.9,2.38,2.4,1900.0,0.0,False,Lunch
RAMEN NOODLE SOUP,43.0 g,442.0,9.3,16.3,60.5,2.33,2.3,1930.0,0.0,False,Lunch
"CHOW MEIN NOODLES, CHOW MEIN",28.0 GRM,464.0,10.7,16.1,67.9,3.57,3.6,821.0,0.0,False,Lunch
"CHOW MEIN NOODLES, CHOW MEIN",28.0 g,464.0,10.7,17.9,67.9,0.0,7.1,893.0,0.0,False,Lunch
"NISSIN, CHOW MEIN, CHOW MEIN NOODLES",57.0 g,474.0,10.5,21.0,59.6,3.51,3.5,1000.0,0.0,False,Lunch
CHOW MEIN NOODLES,28.0 g,464.0,10.7,17.9,64.3,0.0,3.6,821.0,0.0,False,Lunch
CHOW MEIN NOODLES,25.0 g,520.0,12.0,20.0,64.0,0.0,4.0,440.0,0.0,False,Lunch
CHOW MEIN NOODLES,28.0 g,464.0,10.7,16.1,67.9,0.0,3.6,821.0,0.0,False,Lunch
CHOW MEIN NOODLES,55.0 g,382.0,14.6,0.0,80.0,1.82,1.8,309.0,0.0,False,Lunch
CHOW MEIN NOODLES,28.0 g,464.0,10.7,17.9,67.9,0.0,3.6,857.0,0.0,False,Lunch
"CHOW MEIN NOODLES MEAL KIT, CHOW MEIN NOODLES",160.0 GRM,156.0,4.38,1.88,30.6,7.5,1.2,838.0,0.0,False,Lunch
"CHICKEN CHOW MEIN SKILLET MEAL WHITE CHICKEN MEAT WITH CHOW MEIN NOODLES AND VEGETABLES, CHICKEN CHOW MEIN",203.0 g,118.0,6.4,0.74,0.0,6.4,1.5,498.0,10.0,False,Lunch
"CHICKEN CHOW MEIN RAMEN INSTANT DRY NOODLE, CHICKEN CHOW MEIN",100.0 g,400.0,10.0,10.0,69.0,6.0,4.0,940.0,0.0,False,Dinner
"CHICKEN CHOW MEIN WITH RICE IN GRAVY AMAZING MEALS, CHICKEN CHOW MEIN",340.0 g,62.0,4.71,2.06,6.47,1.47,0.9,85.0,10.0,False,Lunch
"CHICKEN CHOW MEIN NOODLES, CHICKEN",113.0 GRM,442.0,8.85,19.5,56.6,0.0,1.8,1040.0,0.0,False,Lunch
"Chow Mein Noodles, 24 OZ",28.0 GRM,464.0,10.7,21.4,64.3,0.0,7.1,929.0,0.0,False,Lunch
"CHOW MEIN NOODLES, ORANGE CHICKEN",57.0 g,456.0,10.5,19.3,59.6,7.02,3.5,1000.0,0.0,False,Lunch
"CHOW MEIN NOODLES, SPICY CHICKEN",57.0 g,491.0,8.77,24.6,57.9,3.51,3.5,1470.0,0.0,False,Lunch
CHOW MEIN STIR-FRY NOODLES,57.0 GRM,351.0,14.0,1.75,71.9,1.75,1.8,1230.0,0.0,False,Lunch
CHUKA SOBA CHOW MEIN NOODLES,85.0 g,353.0,11.8,0.59,71.8,0.0,0.0,165.0,0.0,False,Lunch
EVERYDAY CHOW MEIN THIN NOODLES,28.0 GRM,464.0,10.7,16.1,67.9,3.57,3.6,821.0,0.0,False,Lunch
EVERYDAY CHOW MEIN WIDE NOODLES,28.0 GRM,464.0,10.7,16.1,67.9,3.57,3.6,821.0,0.0,False,Lunch
"CHAO MEIN CHOW MEIN NOODLES WITH SOY SAUCE AND SEASONING MIX, CHAO MEIN",55.0 g,364.0,16.4,0.0,74.6,0.0,1.8,0.0,0.0,False,Lunch
"CHICKEN FLAVOR CHOW MEIN NOODLES, CHICKEN",113.0 GRM,434.0,8.85,19.5,57.5,8.85,2.7,1030.0,0.0,False,Lunch
"LACHOY Chow Mein Noodles, 3 OZ",28.0 GRM,464.0,10.7,17.9,67.9,0.0,7.1,857.0,0.0,False,Lunch
"CHICKEN CHOW MEIN WHITE MEAT CHICKEN WITH STIR-FRY VEGETABLES & WHITE RICE, CHICKEN CHOW MEIN",255.0 g,86.0,4.71,1.18,14.5,1.18,1.2,216.0,8.0,False,Lunch
"CHINESE CHOW MEIN ORIENTAL-STYLE EGG NOODLES IN A CLASSIC GARLIC AND SOY SAUCE, CHINESE CHOW MEIN",217.0 g,88.0,2.76,0.46,17.5,0.92,0.9,230.0,7.0,False,Breakfast
CHUKA SOBA CHOW MEIN STIR-FRY NOODLES,57.0 g,351.0,12.3,1.75,73.7,0.0,0.0,219.0,0.0,False,Lunch
"La Choy Chow Mein Noodles, 12 oz.",28.0 GRM,464.0,10.7,17.9,67.9,0.0,3.6,857.0,0.0,False,Lunch
"La Choy Chow Mein Noodles, 5 oz.",28.0 GRM,464.0,10.7,17.9,67.9,0.0,3.6,857.0,0.0,False,Lunch
ORGANIC VEGETABLE STIR-FRY WITH CHOW MEIN NOODLES,113.0 g,195.0,4.42,5.31,31.0,2.65,1.8,407.0,4.0,False,Lunch
"PREMIUM CHOW MEIN NOODLES, KUNG PAO CHICKEN",57.0 g,456.0,12.3,19.3,59.6,1.75,3.5,982.0,0.0,False,Lunch
"CRISP 'N CRUNCHY CHOW MEIN WIDE NOODLES, WIDE",28.0 g,464.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,Lunch
"SPRING ROLL COMBO, SPRING ROLL",539.0 g,135.0,3.71,1.11,27.1,0.0,0.0,280.0,0.0,False,Unhealthy
"KIMCHI TORTILLA CHIPS, KIMCHI",28.0 g,500.0,7.14,25.0,64.3,3.57,7.1,643.0,0.0,False,Unhealthy
"KIMCHI FLAVOR NOODLE SOUP, KIMCHI",60.0 g,450.0,10.0,15.0,66.7,1.67,1.7,1720.0,0.0,False,Lunch
"KIMCHI FLAVOR NOODLE SOUP, KIMCHI",75.0 g,440.0,9.33,13.3,69.3,5.33,1.3,1400.0,0.0,False,Lunch
"VEGETARIAN KIMCHI RAMEN SOUP, KIMCHI",64.0 g,391.0,14.1,7.81,65.6,6.25,3.1,1720.0,0.0,False,Lunch
"KIMCHI FLAVOR BOWL NOODLE SOUP, KIMCHI",43.0 g,467.0,9.3,20.9,60.5,2.33,9.3,1870.0,0.0,False,Lunch
"KIMCHI FLAVOR BOWL NOODLE SOUP, KIMCHI",43.0 GRM,467.0,9.3,20.9,60.5,2.33,9.3,1870.0,0.0,False,Lunch
"SUNRICE, KIMCHI",113.0 g,35.0,0.88,0.0,7.08,4.42,0.9,416.0,0.0,False,Lunch
"KIMCHI CHICKEN CHEESE KIMCHI MANDU KOREAN-STYLE POTSTICKERS, KIMCHI CHICKEN CHEESE",135.0 g,133.0,7.41,2.22,22.2,2.22,0.7,467.0,15.0,False,Breakfast
"KIMCHI KOREAN STYLE PANCAKE, KIMCHI KOREAN STYLE",100.0 g,170.0,0.0,6.0,25.0,2.0,7.0,380.0,0.0,False,Breakfast
"CHICKEN DIM SUM DUMPLINGS FILLED WITH CHICKEN, VEGETABLES AND WATER CHESTNUTS, CHICKEN",94.0 g,138.0,8.51,5.32,13.8,2.13,1.1,596.0,27.0,False,Lunch
"PORK DIM SUM DUMPLINGS FILLED WITH PORK, VEGETABLES AND WATER CHESTNUTS, PORK",94.0 g,202.0,9.57,12.8,12.8,2.13,1.1,564.0,27.0,False,Lunch
"KARAAGE POPCORN BREADED CHICKEN THIGH DIM SUM WITH A SWEET AND SPICY SESAME GOCHUJANG DIPPING SAUCE, KARAAGE POPCORN CHICKEN",140.0 g,236.0,12.1,12.9,18.6,5.0,2.9,700.0,32.0,False,Breakfast
"APPLE WHOLE+SUM FRUIT & NUT, APPLE",45.0 g,400.0,8.89,17.8,57.8,40.0,11.1,11.0,0.0,False,Snack
"WHOLE SUM BARS, PEANUT BUTTER DARK CHOCOLATE",40.0 g,500.0,17.5,32.5,42.5,17.5,7.5,125.0,0.0,False,Breakfast
"REDUCED FAT ICE CREAM, MINT CHIP",64.0 g,203.0,3.12,9.38,26.6,17.2,0.0,62.0,31.0,False,Unhealthy
"OTTER PAWS DENALI, CLASSIC VANILLA ICE CREAM WITH COCOA-COATED PECANS AND THICK CARAMEL",102.0 g,225.0,2.94,13.7,23.5,20.6,1.0,78.0,44.0,False,Breakfast
CHOCOLATE COVERED SPONGE CAKE WITH CREAMY FILLING,41.0 g,415.0,2.44,19.5,58.5,43.9,0.0,341.0,24.0,False,Unhealthy
"CARAMEL LATTE SANDWICH, CARAMEL LATTE",142.0 GRM,324.0,4.23,14.1,46.5,31.0,0.7,190.0,46.0,False,Lunch
CHOCOLATE CREAM CAKE,85.0 g,412.0,4.71,21.2,51.8,29.4,2.4,388.0,59.0,False,Unhealthy
"GOURMET MILD SOON VEGGIE NOODLE SOUP, GOURMET MILD",56.0 GRM,429.0,8.93,14.3,67.9,3.57,1.8,1640.0,0.0,False,Breakfast
"GOURMET MILD SOON VEGGIE NOODLE SOUP, GOURMET MILD SOON VEGGIE",56.0 GRM,429.0,8.93,14.3,67.9,3.57,1.8,1640.0,0.0,False,Breakfast
"FRIED RICE, BIBIMBAP BEEF",312.0 g,170.0,5.45,4.17,28.2,3.85,1.0,381.0,6.0,False,Lunch
"BIBIMBAP WITH QUICK-PICKLED CARROTS, SESAME SAUCE & JASMINE RICE STARTER KIT, BIBIMBAP",468.0 g,154.0,9.19,5.56,16.0,2.78,0.9,218.0,29.0,False,Lunch
"BEEF BIBIMBAP WITH QUICK-PICKLED CARROTS, SESAME SAUCE, AND JASMINE RICE MEAL KIT, BEEF BIBIMBAP",431.0 g,158.0,8.12,6.73,16.0,1.62,0.9,158.0,22.0,False,Lunch
"KOREAN INSPIRED VEGETABLE BIBIMBAP WITH SHIITAKE MUSHROOMS, YELLOW SQUASH & SPINACH IN A TRADITIONAL GOCHUJANG SAUCE WITH TOASTED SESAME SEEDS, KOREAN INSPIRED",244.0 g,119.0,4.1,4.1,16.8,2.87,2.5,320.0,0.0,False,Breakfast
"THINLY SLICED KOREAN BEEF AND FRIED EGG RICE BOWLS WITH BOK CHOY, CARROTS, AND RADISHES DRIZZLED WITH KOREAN SWEET SAUCE AND GARNISHED WITH SESAME SEEDS MEAL KIT, BIBIMBAP",380.0 g,166.0,12.1,3.68,20.3,1.32,1.1,124.0,74.0,False,Breakfast
DUMPLINGS,76.0 g,145.0,9.21,1.97,23.7,1.32,1.3,342.0,13.0,False,Unhealthy
"DUMPLINGS VEGETABLE, DUMPLINGS",140.0 g,207.0,0.0,3.57,35.7,1.43,1.4,486.0,11.0,False,Lunch
"DUMPLING SAUCE FOR DUMPLINGS & EGG ROLLS, DUMPLING",15.0 ml,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,Breakfast
DUMPLING,142.0 g,128.0,5.63,4.23,16.9,4.23,2.8,317.0,21.0,False,Unhealthy
"DUMPLING DIPPING SAUCE, DUMPLING",15.0 g,67.0,6.67,3.33,6.67,6.67,0.0,2730.0,0.0,False,Unhealthy
Dumpling Beef & Cumin Dumplings 700g,175.0 g,267.0,9.89,10.4,33.0,1.49,0.4,357.0,0.0,False,Unhealthy
"CHICKEN & DUMPLING SOUP, CHICKEN & DUMPLING",245.0 g,78.0,4.49,2.86,8.98,0.41,0.4,286.0,24.0,False,Lunch
"CHICKEN & DUMPLING SOUP, CHICKEN & DUMPLING",245.0 g,65.0,2.45,3.27,6.53,0.82,0.4,363.0,12.0,False,Lunch
"CHICKEN & DUMPLING SOUP, CHICKEN & DUMPLING",454.0 GRM,79.0,4.63,2.86,9.03,0.66,0.4,405.0,24.0,False,Lunch
"CHICKEN & DUMPLING SOUP, CHICKEN & DUMPLING",245.0 g,53.0,3.27,1.63,6.12,0.82,0.4,331.0,18.0,False,Lunch
"CHICKEN & DUMPLING SOUP, CHICKEN & DUMPLING",245.0 g,78.0,4.08,2.86,8.57,2.45,0.0,359.0,18.0,False,Lunch
"CHICKEN & DUMPLINGS SOUP, CHICKEN & DUMPLINGS",245.0 g,53.0,2.04,1.84,7.35,0.41,0.4,216.0,8.0,False,Lunch
"CHICKEN & DUMPLINGS SOUP, CHICKEN & DUMPLINGS",425.0 g,38.0,2.12,1.06,4.47,0.71,0.5,259.0,9.0,False,Lunch
"CHICKEN AND DUMPLING SOUP, CHICKEN AND DUMPLING",454.0 g,79.0,3.74,3.52,8.15,0.88,0.7,249.0,23.0,False,Lunch
"CHICKEN DUMPLING SOUP, CHICKEN DUMPLING",245.0 g,82.0,4.9,4.08,6.53,0.82,0.4,294.0,20.0,False,Lunch
